order_id,order_date,region,province,channel,category,product,quantity,unit_price,discount,revenue,cost,profit,customer_type,payment_method,rating
ORD02282,2025-11-28,ภาคเหนือ,พิษณุโลก,เว็บไซต์,ความงาม,เซรั่มบำรุงผิว,1,790,0.15,752.08,497.35,254.73,ลูกค้าใหม่,โอนผ่านแอป,2
ORD00246,2025-02-11,ภาคตะวันออก,ระยอง,เว็บไซต์,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,2,2590,0,5801.6,3766.37,2035.23,ลูกค้าใหม่,เงินสด,4
ORD00599,2025-08-02,ภาคอีสาน,ขอนแก่น,Shopee,แฟชั่น,รองเท้าผ้าใบ,1,1890,0,2116.8,1226.96,889.84,ลูกค้าประจำ,โอนผ่านแอป,4
ORD02983,2025-08-08,ภาคใต้,สงขลา,Shopee,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,1,590,0.05,627.76,413.16,214.6,ลูกค้าประจำ,โอนผ่านแอป,4
ORD02675,2024-01-29,ภาคใต้,สงขลา,หน้าร้าน,แฟชั่น,เสื้อยืด,1,290,0,290.0,165.26,124.74,,โอนผ่านแอป,5
ORD00583,2025-02-27,ภาคอีสาน,ขอนแก่น,Lazada,แฟชั่น,กระเป๋าเป้,1,990,0.15,942.48,673.45,269.03,ลูกค้าประจำ,เก็บเงินปลายทาง,5
ORD01962,2025-05-30,ภาคใต้,ภูเก็ต,Shopee,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,1,2490,0.05,2649.36,1651.97,997.39,ลูกค้าประจำ,เก็บเงินปลายทาง,3
ORD01873,2024-03-06,ภาคกลาง,,เว็บไซต์,ความงาม,เซรั่มบำรุงผิว,1,790,0.1,711.0,562.78,148.22,ลูกค้าใหม่,บัตรเครดิต,5
ORD00612,2024-08-02,ภาคเหนือ,เชียงใหม่,Shopee,ความงาม,เซรั่มบำรุงผิว,2,790,0,1580.0,967.93,612.07,ลูกค้าประจำ,เก็บเงินปลายทาง,3
ORD00002,2025-08-26,ภาคตะวันออก,ระยอง,หน้าร้าน,คอมพิวเตอร์,SSD 1TB,1,2190,0,2452.8,1249.27,1203.53,ลูกค้าใหม่,บัตรเครดิต,4
ORD02759,2024-12-08,ภาคกลาง,กรุงเทพมหานคร,Lazada,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,3,2490,0.05,7096.5,5050.87,2045.63,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD01060,2025-12-01,ภาคเหนือ,พิษณุโลก,หน้าร้าน,ความงาม,เซรั่มบำรุงผิว,1,790,0,884.8,561.63,323.17,ลูกค้าประจำ,โอนผ่านแอป,3
ORD01433,2025-03-14,ภาคกลาง,กรุงเทพมหานคร,หน้าร้าน,อิเล็กทรอนิกส์,สมาร์ทวอทช์,1,3490,0.05,3713.36,2570.97,1142.39,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD02118,2024-12-14,ภาคเหนือ,เชียงราย,หน้าร้าน,อิเล็กทรอนิกส์,สมาร์ทวอทช์,1,3490,0.05,3315.5,2186.13,1129.37,ลูกค้าใหม่,เก็บเงินปลายทาง,4
ORD01051,2025-11-12,ภาคเหนือ,เชียงราย,Shopee,คอมพิวเตอร์,SSD 1TB,2,2190,0.1,4415.04,2798.07,1616.97,ลูกค้าใหม่,บัตรเครดิต,4
ORD01587,2024-03-23,ภาคอีสาน,อุดรธานี,เว็บไซต์,คอมพิวเตอร์,"จอมอนิเตอร์ 24""",1,4290,0,4290.0,3051.29,1238.71,ลูกค้าประจำ,เก็บเงินปลายทาง,5
ORD02090,2025-02-14,ภาคตะวันออก,จันทบุรี,LINE Shopping,แฟชั่น,เสื้อยืด,1,290,0.15,276.08,193.71,82.37,,โอนผ่านแอป,5
ORD00305,2025-10-25,ภาคตะวันออก,จันทบุรี,หน้าร้าน,ความงาม,ลิปสติก,1,350,0.05,372.4,234.27,138.13,ลูกค้าประจำ,เงินสด,4
ORD02299,2024-06-16,ภาคเหนือ,เชียงราย,หน้าร้าน,แฟชั่น,เสื้อยืด,2,290,0,580.0,418.05,161.95,ลูกค้าประจำ,บัตรเครดิต,4
ORD00449,2024-08-26,ภาคกลาง,นนทบุรี,Shopee,คอมพิวเตอร์,SSD 1TB,2,2190,0.1,3942.0,2449.12,1492.88,ลูกค้าใหม่,เงินสด,5
ORD01529,2025-04-07,ภาคเหนือ,เชียงใหม่,LINE Shopping,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,1,590,0,660.8,433.7,227.1,ลูกค้าประจำ,โอนผ่านแอป,4
ORD02995,2024-01-18,ภาคอีสาน,อุดรธานี,หน้าร้าน,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,1,2490,0.05,2365.5,1448.35,917.15,ลูกค้าใหม่,เงินสด,4
ORD00954,2024-06-04,ภาคใต้,ภูเก็ต,หน้าร้าน,คอมพิวเตอร์,"จอมอนิเตอร์ 24""",3,4290,0,12870.0,7155.67,5714.33,ลูกค้าใหม่,บัตรเครดิต,5
ORD01598,2024-12-11,ภาคกลาง,นครปฐม,หน้าร้าน,ความงาม,ครีมกันแดด,2,450,0,900.0,595.46,304.54,ลูกค้าประจำ,เงินสด,4
ORD01048,2025-02-02,ภาคใต้,ภูเก็ต,Lazada,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,1,590,0,660.8,380.4,280.4,ลูกค้าประจำ,บัตรเครดิต,4
ORD00181,2024-06-22,ภาคกลาง,นครปฐม,หน้าร้าน,เครื่องใช้ในบ้าน,เครื่องฟอกอากาศ,1,4990,0,4990.0,3178.31,1811.69,ลูกค้าใหม่,เงินสด,4
ORD01941,2024-08-22,ภาคตะวันออก,ระยอง,Lazada,ความงาม,เซรั่มบำรุงผิว,2,790,0.05,1501.0,937.2,563.8,ลูกค้าประจำ,บัตรเครดิต,3
ORD01142,2025-08-26,ภาคใต้,สงขลา,LINE Shopping,แฟชั่น,กระเป๋าเป้,4,990,0.1,3991.68,2630.94,1360.74,ลูกค้าประจำ,โอนผ่านแอป,4
ORD01692,2025-08-18,ภาคใต้,สงขลา,LINE Shopping,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,2,2490,0,5577.6,3341.41,2236.19,ลูกค้าใหม่,เก็บเงินปลายทาง,4
ORD00107,2024-09-01,ภาคใต้,สงขลา,LINE Shopping,แฟชั่น,กางเกงยีนส์,1,890,0.05,845.5,571.68,273.82,ลูกค้าประจำ,เก็บเงินปลายทาง,5
ORD01605,2024-06-09,ภาคกลาง,นนทบุรี,หน้าร้าน,อิเล็กทรอนิกส์,พาวเวอร์แบงก์,2,690,0,1380.0,897.94,482.06,ลูกค้าใหม่,บัตรเครดิต,5
ORD00207,2025-01-15,ภาคอีสาน,ขอนแก่น,Lazada,อิเล็กทรอนิกส์,ลำโพงบลูทูธ,2,1590,0,3561.6,2021.99,1539.61,ลูกค้าประจำ,เงินสด,3
ORD02614,2025-09-06,ภาคเหนือ,เชียงราย,Shopee,ความงาม,ลิปสติก,1,350,0.05,372.4,226.88,145.52,ลูกค้าประจำ,บัตรเครดิต,5
ORD01431,2025-10-30,ภาคกลาง,ปทุมธานี,หน้าร้าน,อิเล็กทรอนิกส์,พาวเวอร์แบงก์,3,690,0.05,2202.48,1162.24,1040.24,ลูกค้าประจำ,โอนผ่านแอป,4
ORD00994,2024-11-11,ภาคกลาง,นครปฐม,LINE Shopping,อิเล็กทรอนิกส์,สมาร์ทวอทช์,3,3490,0,10470.0,7091.29,3378.71,ลูกค้าใหม่,โอนผ่านแอป,5
ORD02253,2024-04-18,ภาคใต้,ภูเก็ต,Shopee,ความงาม,ลิปสติก,2,350,0.1,630.0,402.73,227.27,ลูกค้าประจำ,บัตรเครดิต,5
ORD02394,2025-11-21,ภาคกลาง,นครปฐม,Lazada,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,2,2590,0,5801.6,3192.56,2609.04,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD02467,2025-11-08,ภาคกลาง,กรุงเทพมหานคร,Shopee,ความงาม,ลิปสติก,1,350,0.05,372.4,224.15,148.25,ลูกค้าประจำ,เก็บเงินปลายทาง,3
ORD01754,2025-11-04,ภาคใต้,ภูเก็ต,เว็บไซต์,อิเล็กทรอนิกส์,ลำโพงบลูทูธ,1,1590,0,1780.8,1188.51,592.29,ลูกค้าประจำ,บัตรเครดิต,4
ORD02044,2025-12-21,ภาคใต้,สุราษฎร์ธานี,Shopee,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,1,2590,0,2900.8,1721.95,1178.85,ลูกค้าประจำ,เงินสด,5
ORD02884,2025-11-01,ภาคกลาง,นครปฐม,Shopee,เครื่องใช้ในบ้าน,เครื่องฟอกอากาศ,1,4990,0.1,5029.92,3430.93,1598.99,ลูกค้าใหม่,เก็บเงินปลายทาง,5
ORD02619,2025-12-20,ภาคกลาง,นครปฐม,Shopee,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,1,2490,0,2788.8,1494.83,1293.97,ลูกค้าใหม่,บัตรเครดิต,5
ORD02783,2024-06-07,ภาคกลาง,กรุงเทพมหานคร,หน้าร้าน,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,2,590,0,1180.0,836.17,343.83,ลูกค้าใหม่,เก็บเงินปลายทาง,5
ORD00343,2024-11-25,ภาคกลาง,นครปฐม,Lazada,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,1,590,0.05,560.5,429.48,131.02,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD02349,2024-12-09,ภาคกลาง,นนทบุรี,Shopee,ความงาม,เซรั่มบำรุงผิว,1,790,0,790.0,578.81,211.19,ลูกค้าประจำ,บัตรเครดิต,5
ORD00787,2024-01-16,ภาคกลาง,กรุงเทพมหานคร,เว็บไซต์,ความงาม,ครีมกันแดด,1,450,0.05,427.5,279.2,148.3,ลูกค้าใหม่,โอนผ่านแอป,4
ORD01339,2025-06-01,ภาคตะวันออก,ระยอง,หน้าร้าน,แฟชั่น,รองเท้าผ้าใบ,5,1890,0,10584.0,6930.23,3653.77,ลูกค้าใหม่,เก็บเงินปลายทาง,2
ORD01766,2025-05-18,ภาคเหนือ,พิษณุโลก,Shopee,อิเล็กทรอนิกส์,สมาร์ทวอทช์,1,3490,0,3908.8,2319.48,1589.32,ลูกค้าใหม่,บัตรเครดิต,4
ORD00938,2024-10-09,ภาคเหนือ,พิษณุโลก,Lazada,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,1,2590,0,2590.0,1592.61,997.39,ลูกค้าประจำ,โอนผ่านแอป,5
ORD01891,2024-07-20,ภาคกลาง,นนทบุรี,หน้าร้าน,คอมพิวเตอร์,SSD 1TB,1,2190,0,2190.0,1591.38,598.62,ลูกค้าใหม่,เงินสด,5
ORD01698,2025-12-05,ภาคตะวันออก,ระยอง,Shopee,ความงาม,เซรั่มบำรุงผิว,1,790,0.1,796.32,503.2,293.12,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD01222,2025-02-12,ภาคกลาง,นนทบุรี,Lazada,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,1,590,0,660.8,422.74,238.06,ลูกค้าประจำ,โอนผ่านแอป,1
ORD02032,2024-04-14,ภาคกลาง,ปทุมธานี,หน้าร้าน,คอมพิวเตอร์,SSD 1TB,3,2190,0,6570.0,3714.02,2855.98,ลูกค้าประจำ,เก็บเงินปลายทาง,5
ORD01461,2025-02-14,ภาคกลาง,นครปฐม,หน้าร้าน,คอมพิวเตอร์,เมาส์เกมมิ่ง,1,890,0,996.8,562.18,434.62,ลูกค้าใหม่,เงินสด,5
ORD00387,2025-06-20,ภาคเหนือ,เชียงราย,Shopee,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,1,2490,0.15,2370.48,1428.46,942.02,,โอนผ่านแอป,5
ORD00085,2025-09-03,ภาคเหนือ,พิษณุโลก,Lazada,ความงาม,เซรั่มบำรุงผิว,1,790,0.15,752.08,537.34,214.74,ลูกค้าประจำ,โอนผ่านแอป,4
ORD01379,2025-09-23,ภาคตะวันออก,ระยอง,หน้าร้าน,เครื่องใช้ในบ้าน,เครื่องฟอกอากาศ,2,4990,0,11177.6,6858.31,4319.29,ลูกค้าใหม่,บัตรเครดิต,4
ORD02177,2024-10-17,ภาคกลาง,นครปฐม,Shopee,แฟชั่น,เสื้อยืด,1,290,0.1,261.0,161.55,99.45,ลูกค้าใหม่,เก็บเงินปลายทาง,4
ORD01836,2025-11-02,ภาคกลาง,กรุงเทพมหานคร,Lazada,อิเล็กทรอนิกส์,พาวเวอร์แบงก์,1,690,0.05,734.16,497.24,236.92,ลูกค้าประจำ,เงินสด,5
ORD01016,2024-05-08,ภาคกลาง,นครปฐม,Shopee,แฟชั่น,กระเป๋าเป้,3,990,0.05,2821.5,1897.17,924.33,ลูกค้าประจำ,บัตรเครดิต,4
ORD02266,2024-02-12,ภาคกลาง,ปทุมธานี,หน้าร้าน,อิเล็กทรอนิกส์,ลำโพงบลูทูธ,1,1590,0,1590.0,1007.45,582.55,ลูกค้าใหม่,บัตรเครดิต,4
ORD02802,2025-09-05,ภาคใต้,สุราษฎร์ธานี,LINE Shopping,อิเล็กทรอนิกส์,สมาร์ทวอทช์,1,3490,0.15,3322.48,2570.96,751.52,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD01557,2024-04-01,ภาคใต้,สุราษฎร์ธานี,หน้าร้าน,แฟชั่น,กางเกงยีนส์,1,890,0.05,845.5,634.21,211.29,ลูกค้าใหม่,เก็บเงินปลายทาง,5
ORD02335,2024-11-11,ภาคกลาง,ปทุมธานี,Shopee,อิเล็กทรอนิกส์,หูฟังไร้สาย,2,1290,0,2580.0,1524.24,1055.76,ลูกค้าประจำ,โอนผ่านแอป,4
ORD02576,2024-07-01,ภาคใต้,ภูเก็ต,เว็บไซต์,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,1,590,0.15,501.5,406.6,94.9,ลูกค้าประจำ,บัตรเครดิต,1
ORD02632,2025-10-26,ภาคกลาง,กรุงเทพมหานคร,Shopee,อิเล็กทรอนิกส์,สมาร์ทวอทช์,1,3490,0,3908.8,2332.63,1576.17,ลูกค้าประจำ,เงินสด,4
ORD02750,2024-12-26,ภาคใต้,ภูเก็ต,Shopee,ความงาม,เซรั่มบำรุงผิว,4,790,0,3160.0,2136.64,1023.36,ลูกค้าใหม่,บัตรเครดิต,5
ORD02861,2024-04-07,ภาคกลาง,นนทบุรี,Lazada,เครื่องใช้ในบ้าน,เครื่องฟอกอากาศ,1,4990,0.1,4491.0,2908.36,1582.64,ลูกค้าใหม่,เงินสด,2
ORD00661,2025-12-22,ภาคกลาง,นนทบุรี,หน้าร้าน,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,3,2590,0.05,8267.28,5725.61,2541.67,ลูกค้าประจำ,เงินสด,5
ORD02217,2025-09-30,ภาคกลาง,นนทบุรี,Shopee,อิเล็กทรอนิกส์,พาวเวอร์แบงก์,1,690,0.1,695.52,450.16,245.36,ลูกค้าประจำ,บัตรเครดิต,5
ORD02390,2025-12-04,ภาคเหนือ,เชียงราย,Lazada,แฟชั่น,กระเป๋าเป้,1,990,0.15,942.48,668.81,273.67,ลูกค้าใหม่,บัตรเครดิต,4
ORD01961,2025-04-23,ภาคกลาง,นครปฐม,หน้าร้าน,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,4,2590,0,11603.2,6753.13,4850.07,ลูกค้าใหม่,เงินสด,5
ORD00336,2025-09-25,ภาคใต้,สุราษฎร์ธานี,Shopee,อิเล็กทรอนิกส์,หูฟังไร้สาย,2,1290,0.1,2600.64,1422.42,1178.22,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD02351,2024-08-28,ภาคเหนือ,เชียงใหม่,Lazada,คอมพิวเตอร์,SSD 1TB,1,2190,0.15,1861.5,1288.82,572.68,ลูกค้าประจำ,เงินสด,4
ORD02988,2024-07-10,ภาคกลาง,กรุงเทพมหานคร,หน้าร้าน,อิเล็กทรอนิกส์,หูฟังไร้สาย,1,1290,0,1290.0,799.98,490.02,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD00025,2024-06-07,ภาคกลาง,นครปฐม,หน้าร้าน,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,3,2490,0.05,7096.5,5489.68,1606.82,ลูกค้าประจำ,โอนผ่านแอป,4
ORD02051,2024-03-26,ภาคเหนือ,เชียงราย,เว็บไซต์,แฟชั่น,กางเกงยีนส์,2,890,0.1,1602.0,1181.38,420.62,ลูกค้าประจำ,เงินสด,4
ORD01958,2025-11-16,ภาคกลาง,ปทุมธานี,หน้าร้าน,เครื่องใช้ในบ้าน,เครื่องฟอกอากาศ,1,4990,0.05,5309.36,2808.3,2501.06,ลูกค้าใหม่,เงินสด,5
ORD00620,2025-04-12,ภาคใต้,ภูเก็ต,Lazada,เครื่องใช้ในบ้าน,เครื่องฟอกอากาศ,2,4990,0,11177.6,6317.45,4860.15,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD02046,2024-02-25,ภาคกลาง,กรุงเทพมหานคร,เว็บไซต์,อิเล็กทรอนิกส์,พาวเวอร์แบงก์,1,690,0,690.0,441.57,248.43,ลูกค้าประจำ,เงินสด,5
ORD02559,2024-05-03,ภาคกลาง,ปทุมธานี,Lazada,คอมพิวเตอร์,SSD 1TB,3,2190,0.15,5584.5,4414.79,1169.71,ลูกค้าใหม่,เก็บเงินปลายทาง,4
ORD02804,2025-05-22,ภาคอีสาน,อุดรธานี,หน้าร้าน,แฟชั่น,เสื้อยืด,2,290,0,649.6,344.7,304.9,ลูกค้าใหม่,เก็บเงินปลายทาง,4
ORD00190,2024-12-17,ภาคกลาง,กรุงเทพมหานคร,เว็บไซต์,แฟชั่น,รองเท้าผ้าใบ,1,1890,0.15,1606.5,1210.53,395.97,ลูกค้าใหม่,เงินสด,1
ORD02149,2025-08-19,ภาคกลาง,นนทบุรี,LINE Shopping,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,1,590,0,660.8,406.29,254.51,ลูกค้าใหม่,เก็บเงินปลายทาง,5
ORD02145,2024-01-29,ภาคกลาง,ปทุมธานี,Lazada,ความงาม,ครีมกันแดด,1,450,0,450.0,296.97,153.03,ลูกค้าใหม่,โอนผ่านแอป,5
ORD01390,2025-06-21,ภาคเหนือ,เชียงใหม่,Shopee,แฟชั่น,เสื้อยืด,2,290,0.05,617.12,331.34,285.78,ลูกค้าประจำ,โอนผ่านแอป,4
ORD02571,2025-01-21,ภาคใต้,สุราษฎร์ธานี,เว็บไซต์,อิเล็กทรอนิกส์,สมาร์ทวอทช์,1,3490,0,3908.8,2078.52,1830.28,ลูกค้าประจำ,บัตรเครดิต,4
ORD01775,2024-10-06,ภาคอีสาน,อุดรธานี,Shopee,แฟชั่น,เสื้อยืด,2,290,0.05,551.0,433.19,117.81,ลูกค้าประจำ,เงินสด,4
ORD01216,2025-10-14,ภาคกลาง,นนทบุรี,หน้าร้าน,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,1,590,0.05,627.76,429.21,198.55,ลูกค้าประจำ,โอนผ่านแอป,3
ORD02976,2024-01-11,ภาคกลาง,นครปฐม,หน้าร้าน,ความงาม,เซรั่มบำรุงผิว,2,790,0.05,1501.0,884.52,616.48,ลูกค้าใหม่,บัตรเครดิต,5
ORD00978,2025-12-16,ภาคกลาง,นครปฐม,Lazada,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,2,2490,0.15,4740.96,3059.59,1681.37,ลูกค้าประจำ,โอนผ่านแอป,5
ORD02868,2024-11-23,ภาคตะวันออก,ชลบุรี,Lazada,อิเล็กทรอนิกส์,ลำโพงบลูทูธ,1,1590,0.05,1510.5,931.4,579.1,ลูกค้าประจำ,บัตรเครดิต,5
ORD02053,2024-11-05,ภาคกลาง,นนทบุรี,Shopee,แฟชั่น,รองเท้าผ้าใบ,2,1890,0.15,3213.0,2176.39,1036.61,ลูกค้าประจำ,เงินสด,3
ORD02156,2024-01-14,ภาคอีสาน,อุดรธานี,Shopee,ความงาม,เซรั่มบำรุงผิว,1,790,0,790.0,468.85,321.15,ลูกค้าประจำ,บัตรเครดิต,4
ORD02624,2024-01-24,ภาคตะวันออก,ระยอง,หน้าร้าน,ความงาม,เซรั่มบำรุงผิว,1,790,0,790.0,475.12,314.88,ลูกค้าใหม่,เก็บเงินปลายทาง,3
ORD01297,2024-12-04,ภาคกลาง,ปทุมธานี,Shopee,อิเล็กทรอนิกส์,หูฟังไร้สาย,1,1290,0.15,1096.5,830.08,266.42,ลูกค้าใหม่,บัตรเครดิต,4
ORD00742,2025-11-14,ภาคกลาง,ปทุมธานี,Shopee,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,1,2590,0,2900.8,1683.21,1217.59,ลูกค้าใหม่,เก็บเงินปลายทาง,4
ORD00440,2024-11-23,ภาคตะวันออก,ชลบุรี,Lazada,อิเล็กทรอนิกส์,พาวเวอร์แบงก์,1,690,0.15,586.5,457.62,128.88,ลูกค้าประจำ,โอนผ่านแอป,4
ORD00558,2024-06-17,ภาคกลาง,ปทุมธานี,หน้าร้าน,อิเล็กทรอนิกส์,พาวเวอร์แบงก์,4,690,0.05,2622.0,2058.99,563.01,ลูกค้าประจำ,บัตรเครดิต,5
ORD01752,2024-11-22,ภาคเหนือ,เชียงราย,Lazada,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,4,2490,0.1,8964.0,6878.77,2085.23,ลูกค้าประจำ,บัตรเครดิต,3
ORD00020,2024-11-18,ภาคกลาง,นนทบุรี,Lazada,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,4,2590,0,10360.0,6463.66,3896.34,ลูกค้าประจำ,บัตรเครดิต,4
ORD01031,2024-05-11,ภาคกลาง,กรุงเทพมหานคร,หน้าร้าน,อิเล็กทรอนิกส์,พาวเวอร์แบงก์,1,690,0,690.0,486.98,203.02,ลูกค้าใหม่,เงินสด,5
ORD01380,2025-11-21,ภาคกลาง,นครปฐม,LINE Shopping,ความงาม,เซรั่มบำรุงผิว,4,790,0.1,3185.28,1775.16,1410.12,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD00366,2025-12-26,ภาคอีสาน,นครราชสีมา,Lazada,ความงาม,เซรั่มบำรุงผิว,1,790,0,884.8,446.81,437.99,ลูกค้าประจำ,เงินสด,3
ORD00976,2024-02-10,ภาคใต้,สงขลา,Lazada,แฟชั่น,เสื้อยืด,4,290,0.15,986.0,810.7,175.3,ลูกค้าประจำ,เงินสด,3
ORD01347,2024-03-28,ภาคใต้,ภูเก็ต,Lazada,แฟชั่น,รองเท้าผ้าใบ,1,1890,0.1,1701.0,1281.99,419.01,ลูกค้าใหม่,เก็บเงินปลายทาง,5
ORD01472,2024-04-22,ภาคกลาง,นครปฐม,Lazada,คอมพิวเตอร์,SSD 1TB,4,2190,0,8760.0,5203.99,3556.01,ลูกค้าใหม่,เงินสด,4
ORD00996,2024-02-09,ภาคตะวันออก,จันทบุรี,หน้าร้าน,อิเล็กทรอนิกส์,สมาร์ทวอทช์,4,3490,0.05,13262.0,8181.72,5080.28,ลูกค้าใหม่,เงินสด,4
ORD00061,2024-01-15,ภาคกลาง,ปทุมธานี,Shopee,อิเล็กทรอนิกส์,ลำโพงบลูทูธ,4,1590,0,6360.0,4131.93,2228.07,ลูกค้าประจำ,บัตรเครดิต,4
ORD00456,2025-01-07,ภาคเหนือ,เชียงใหม่,Lazada,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,3,590,0,1982.4,1010.47,971.93,ลูกค้าประจำ,โอนผ่านแอป,3
ORD02116,2025-12-07,ภาคกลาง,นนทบุรี,LINE Shopping,คอมพิวเตอร์,เมาส์เกมมิ่ง,1,890,0,996.8,516.3,480.5,ลูกค้าใหม่,บัตรเครดิต,4
ORD00092,2025-03-10,ภาคเหนือ,พิษณุโลก,หน้าร้าน,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,2,2590,0,5801.6,2963.88,2837.72,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD01266,2025-11-16,ภาคกลาง,นครปฐม,เว็บไซต์,ความงาม,ครีมกันแดด,2,450,0.1,907.2,651.43,255.77,ลูกค้าประจำ,เก็บเงินปลายทาง,3
ORD00241,2024-03-10,ภาคใต้,สงขลา,Lazada,อิเล็กทรอนิกส์,หูฟังไร้สาย,1,1290,0,1290.0,937.71,352.29,ลูกค้าประจำ,บัตรเครดิต,4
ORD00217,2024-10-02,ภาคกลาง,กรุงเทพมหานคร,หน้าร้าน,อิเล็กทรอนิกส์,สมาร์ทวอทช์,3,3490,0,10470.0,6309.12,4160.88,ลูกค้าประจำ,บัตรเครดิต,2
ORD00795,2025-11-08,ภาคตะวันออก,จันทบุรี,Lazada,คอมพิวเตอร์,"จอมอนิเตอร์ 24""",2,4290,0,9609.6,6101.44,3508.16,ลูกค้าประจำ,เงินสด,2
ORD02243,2024-12-12,ภาคกลาง,ปทุมธานี,Lazada,คอมพิวเตอร์,คีย์บอร์ดแมคคานิคอล,1,2490,0.1,2241.0,1835.35,405.65,ลูกค้าประจำ,โอนผ่านแอป,5
ORD01277,2024-07-22,ภาคอีสาน,อุบลราชธานี,Lazada,ความงาม,ครีมกันแดด,1,450,0,450.0,299.39,150.61,ลูกค้าใหม่,เก็บเงินปลายทาง,3
ORD00267,2025-11-25,ภาคใต้,สงขลา,Lazada,ความงาม,ครีมกันแดด,1,450,0,504.0,259.15,244.85,ลูกค้าประจำ,เก็บเงินปลายทาง,4
ORD02894,2025-06-15,ภาคกลาง,นนทบุรี,เว็บไซต์,อิเล็กทรอนิกส์,ลำโพงบลูทูธ,5,1590,0.1,8013.6,5388.71,2624.89,ลูกค้าใหม่,โอนผ่านแอป,5
ORD00411,2025-05-10,ภาคเหนือ,เชียงใหม่,หน้าร้าน,เครื่องใช้ในบ้าน,หม้อทอดไร้น้ำมัน,2,2590,0.05,5511.52,3550.08,1961.44,ลูกค้าใหม่,เงินสด,4
ORD02058,2025-12-14,ภาคตะวันออก,ชลบุรี,เว็บไซต์,ความงาม,ครีมกันแดด,1,450,0,504.0,285.0,219.0,ลูกค้าประจำ,โอนผ่านแอป,5
ORD00372,2025-01-10,ภาคกลาง,ปทุมธานี,เว็บไซต์,เครื่องใช้ในบ้าน,เครื่องฟอกอากาศ,1,4990,0,5588.8,3477.3,2111.5,ลูกค้าประจำ,โอนผ่านแอป,4
ORD02067,2025-05-04,ภาคกลาง,ปทุมธานี,LINE Shopping,เครื่องใช้ในบ้าน,กาต้มน้ำไฟฟ้า,2,590,0.15,1123.36,795.95,327.41,ลูกค้าประจำ,เก็บเงินปลายทาง,5
ORD00732,2025-09-17,ภาคตะวันออก,ระยอง,หน้าร้าน,ความงาม,ลิปสติก,5,350,0,1960.0,1012.42,947.58,ลูกค้าประจำ,เงินสด,4
ORD00672,2025-06-15,ภาคกลาง,ปทุมธานี,Shopee,ความงาม,เซรั่มบำรุงผิว,1,790,0,884.8,517.08,367.72,ลูกค้าประจำ,โอนผ่านแอป,5
ORD02126,2024-11-20,ภาคเหนือ,พิษณุโลก,หน้าร้าน,แฟชั่น,รองเท้าผ้าใบ,2,1890,0,3780.0,2365.49,1414.51,ลูกค้าประจำ,โอนผ่านแอป,5
ORD01022,2025-04-02,ภาคอีสาน,ขอนแก่น,Shopee,เครื่องใช้ในบ้าน,เครื่องฟอกอากาศ,1,4990,0,5588.8,2907.43,2681.37,ลูกค้าประจำ,เก็บเงินปลายทาง,3
