employee_id,department,position,gender,age,education,years_at_company,monthly_salary,performance_score,job_satisfaction,overtime,training_hours,work_mode,attrition
EMP0797,บัญชี,เจ้าหน้าที่บัญชี,หญิง,35,ปริญญาตรี,6,29900,3.3,3,ไม่มี,52,Hybrid,อยู่ต่อ
EMP0183,บัญชี,เจ้าหน้าที่บัญชี,หญิง,39,ปริญญาตรี,8,27400,3.0,3,ไม่มี,0,ออฟฟิศ,อยู่ต่อ
EMP0762,ขาย,หัวหน้าทีมขาย,ชาย,45,ปริญญาตรี,16,51900,3.6,1,มี,27,ออฟฟิศ,อยู่ต่อ
EMP0654,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,40,ปวส.,10,24000,4.4,2,ไม่มี,52,Hybrid,ลาออก
EMP0592,IT,Developer,หญิง,37,ปริญญาโท,7,35800,4.1,3,ไม่มี,10,WFH,อยู่ต่อ
EMP0668,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,29,ปริญญาโท,5,18800,3.2,3,ไม่มี,50,Hybrid,อยู่ต่อ
EMP0705,ปฏิบัติการ,หัวหน้างาน,หญิง,45,ปริญญาตรี,12,41300,3.4,3,ไม่มี,45,Hybrid,อยู่ต่อ
EMP0645,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,42,ปริญญาตรี,9,18500,3.8,5,ไม่มี,36,ออฟฟิศ,อยู่ต่อ
EMP0182,การตลาด,Marketing Executive,ชาย,34,ปวส.,9,33600,1.7,3,ไม่มี,4,Hybrid,อยู่ต่อ
EMP0231,ขาย,ผู้จัดการฝ่ายขาย,ชาย,35,ปวส.,9,60200,3.7,1,ไม่มี,16,Hybrid,อยู่ต่อ
EMP0265,ปฏิบัติการ,ผู้จัดการโรงงาน,หญิง,39,ปวส.,13,64000,3.2,4,มี,18,Hybrid,อยู่ต่อ
EMP0414,บุคคล,เจ้าหน้าที่ HR,ชาย,29,ปวส.,0,21900,3.5,2,ไม่มี,51,ออฟฟิศ,อยู่ต่อ
EMP0250,IT,Developer,ชาย,35,ปริญญาตรี,6,33900,3.1,4,ไม่มี,8,ออฟฟิศ,อยู่ต่อ
EMP0795,ขาย,พนักงานขาย,ชาย,44,ปวส.,10,23900,4.1,4,ไม่มี,11,WFH,อยู่ต่อ
EMP0073,ปฏิบัติการ,ผู้จัดการโรงงาน,ชาย,42,ปวส.,16,67000,4.1,2,ไม่มี,16,ออฟฟิศ,ลาออก
EMP0679,บุคคล,เจ้าหน้าที่ HR,ชาย,25,ปวส.,2,23200,4.5,2,ไม่มี,60,Hybrid,อยู่ต่อ
EMP0180,IT,Developer,ชาย,41,ปริญญาตรี,9,39000,3.6,3,ไม่มี,35,Hybrid,อยู่ต่อ
EMP0135,ขาย,พนักงานขาย,ชาย,44,ปริญญาตรี,11,25500,2.6,3,ไม่มี,50,ออฟฟิศ,อยู่ต่อ
EMP0300,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,34,ปริญญาตรี,9,23400,3.5,1,มี,5,ออฟฟิศ,อยู่ต่อ
EMP0214,บัญชี,นักวิเคราะห์การเงิน,ชาย,31,ปริญญาตรี,5,51300,4.3,2,ไม่มี,14,WFH,ลาออก
EMP0534,ขาย,หัวหน้าทีมขาย,ชาย,41,ปริญญาโท,9,50200,2.6,5,มี,46,ออฟฟิศ,อยู่ต่อ
EMP0511,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,26,ปริญญาตรี,3,17800,3.5,3,ไม่มี,24,Hybrid,อยู่ต่อ
EMP0753,ขาย,พนักงานขาย,หญิง,27,ปริญญาตรี,2,21400,2.6,3,ไม่มี,12,Hybrid,อยู่ต่อ
EMP0126,ขาย,หัวหน้าทีมขาย,ชาย,38,ปริญญาตรี,4,41100,4.2,5,ไม่มี,34,ออฟฟิศ,อยู่ต่อ
EMP0536,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,25,ปวส.,3,18200,3.6,3,ไม่มี,28,ออฟฟิศ,อยู่ต่อ
EMP0316,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,31,ปริญญาโท,6,17000,3.1,3,มี,31,ออฟฟิศ,อยู่ต่อ
EMP0377,ขาย,หัวหน้าทีมขาย,ชาย,33,ปริญญาตรี,11,50000,2.8,1,ไม่มี,24,ออฟฟิศ,อยู่ต่อ
EMP0106,ขาย,พนักงานขาย,ชาย,37,ปริญญาตรี,5,22200,3.0,1,มี,11,Hybrid,อยู่ต่อ
EMP0048,การตลาด,Marketing Executive,หญิง,32,ปริญญาตรี,1,23000,4.5,5,ไม่มี,24,ออฟฟิศ,อยู่ต่อ
EMP0576,บุคคล,เจ้าหน้าที่ HR,หญิง,35,ปริญญาตรี,4,24100,2.5,4,มี,12,ออฟฟิศ,ลาออก
EMP0211,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,34,ปริญญาตรี,5,17800,3.0,1,ไม่มี,2,Hybrid,ลาออก
EMP0319,การตลาด,Marketing Executive,หญิง,33,ปวส.,5,24800,2.8,3,มี,51,ออฟฟิศ,อยู่ต่อ
EMP0115,ปฏิบัติการ,หัวหน้างาน,ชาย,33,ปริญญาตรี,11,43100,3.4,2,ไม่มี,29,ออฟฟิศ,อยู่ต่อ
EMP0396,บัญชี,เจ้าหน้าที่บัญชี,หญิง,35,ปริญญาตรี,4,27600,2.8,1,มี,3,ออฟฟิศ,ลาออก
EMP0346,บัญชี,เจ้าหน้าที่บัญชี,ชาย,37,ปวส.,7,30200,,3,ไม่มี,6,ออฟฟิศ,อยู่ต่อ
EMP0248,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,29,ปริญญาตรี,4,19400,2.5,5,ไม่มี,32,WFH,อยู่ต่อ
EMP0191,IT,Developer,หญิง,26,ปริญญาโท,4,37300,3.8,2,ไม่มี,56,ออฟฟิศ,อยู่ต่อ
EMP0181,IT,Data Analyst,ชาย,26,ปริญญาตรี,1,59100,2.8,2,ไม่มี,25,ออฟฟิศ,อยู่ต่อ
EMP0341,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,26,ปริญญาตรี,4,18200,4.7,2,มี,22,ออฟฟิศ,อยู่ต่อ
EMP0194,การตลาด,Content Creator,ชาย,45,ปริญญาตรี,11,59900,3.6,3,ไม่มี,44,ออฟฟิศ,อยู่ต่อ
EMP0059,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,33,ปริญญาตรี,6,17700,4.7,2,ไม่มี,45,Hybrid,อยู่ต่อ
EMP0282,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,40,ปริญญาตรี,10,20000,2.5,4,ไม่มี,24,ออฟฟิศ,อยู่ต่อ
EMP0662,ปฏิบัติการ,ผู้จัดการโรงงาน,ชาย,42,ปวส.,10,51500,2.7,1,ไม่มี,33,Hybrid,อยู่ต่อ
EMP0340,ขาย,พนักงานขาย,หญิง,30,ปวส.,7,21700,4.1,3,มี,40,ออฟฟิศ,อยู่ต่อ
EMP0588,ขาย,พนักงานขาย,หญิง,38,ปริญญาตรี,8,23800,4.1,4,ไม่มี,30,Hybrid,อยู่ต่อ
EMP0302,ขาย,พนักงานขาย,หญิง,40,ปวส.,6,23600,5.0,3,ไม่มี,32,ออฟฟิศ,อยู่ต่อ
EMP0522,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,30,ปริญญาตรี,7,18700,2.9,2,ไม่มี,8,Hybrid,อยู่ต่อ
EMP0486,บุคคล,เจ้าหน้าที่ HR,หญิง,26,ปริญญาตรี,3,25600,3.9,1,มี,31,ออฟฟิศ,ลาออก
EMP0531,IT,Developer,ชาย,30,ปวส.,2,33800,2.5,2,มี,50,WFH,อยู่ต่อ
EMP0709,บัญชี,ผู้จัดการบัญชี,ชาย,40,ปวส.,14,97500,2.1,3,ไม่มี,6,Hybrid,อยู่ต่อ
EMP0789,ปฏิบัติการ,หัวหน้างาน,หญิง,33,ปริญญาตรี,6,30700,3.5,4,มี,7,ออฟฟิศ,ลาออก
EMP0059,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,33,ปริญญาตรี,6,17700,4.7,2,ไม่มี,45,Hybrid,อยู่ต่อ
EMP0682,ขาย,พนักงานขาย,หญิง,30,ปริญญาตรี,0,20000,4.0,3,ไม่มี,44,ออฟฟิศ,อยู่ต่อ
EMP0420,บุคคล,เจ้าหน้าที่ HR,ชาย,26,ปริญญาตรี,0,19400,3.7,1,ไม่มี,18,WFH,ลาออก
EMP0686,บุคคล,เจ้าหน้าที่ HR,หญิง,30,ปริญญาตรี,5,23800,2.9,5,ไม่มี,48,ออฟฟิศ,อยู่ต่อ
EMP0297,ขาย,พนักงานขาย,ชาย,33,ปริญญาตรี,0,20000,4.0,2,ไม่มี,53,ออฟฟิศ,อยู่ต่อ
EMP0540,ขาย,พนักงานขาย,ชาย,35,ปริญญาตรี,10,25500,4.1,1,ไม่มี,58,ออฟฟิศ,ลาออก
EMP0732,บัญชี,นักวิเคราะห์การเงิน,หญิง,29,ปริญญาตรี,6,53500,3.8,4,ไม่มี,53,ออฟฟิศ,อยู่ต่อ
EMP0572,IT,Developer,หญิง,34,ปริญญาตรี,5,34500,3.7,1,มี,53,Hybrid,ลาออก
EMP0400,ปฏิบัติการ,หัวหน้างาน,หญิง,36,ปริญญาตรี,3,30900,2.7,3,มี,35,Hybrid,อยู่ต่อ
EMP0552,ขาย,พนักงานขาย,หญิง,31,ปริญญาตรี,7,22400,1.9,5,มี,19,ออฟฟิศ,อยู่ต่อ
EMP0381,ปฏิบัติการ,หัวหน้างาน,หญิง,31,ปวส.,8,34300,3.8,1,มี,25,Hybrid,อยู่ต่อ
EMP0028,บัญชี,นักวิเคราะห์การเงิน,ชาย,27,ปริญญาตรี,5,49500,3.8,2,ไม่มี,0,ออฟฟิศ,อยู่ต่อ
EMP0739,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,29,ปริญญาตรี,0,15200,3.4,4,มี,15,ออฟฟิศ,อยู่ต่อ
EMP0312,ขาย,พนักงานขาย,หญิง,38,ปริญญาตรี,4,22200,3.8,2,ไม่มี,8,ออฟฟิศ,อยู่ต่อ
EMP0657,บุคคล,เจ้าหน้าที่ HR,หญิง,34,ปริญญาตรี,8,26200,3.9,2,มี,17,Hybrid,ลาออก
EMP0038,การตลาด,Marketing Executive,หญิง,30,ปวส.,4,28900,3.3,5,ไม่มี,47,WFH,อยู่ต่อ
EMP0125,บุคคล,เจ้าหน้าที่ HR,ชาย,28,ปริญญาตรี,6,23500,2.7,2,ไม่มี,15,ออฟฟิศ,ลาออก
EMP0578,ขาย,พนักงานขาย,หญิง,37,ปริญญาตรี,9,24300,3.4,3,มี,15,ออฟฟิศ,อยู่ต่อ
EMP0271,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,37,ปริญญาตรี,5,19100,3.8,5,มี,58,ออฟฟิศ,อยู่ต่อ
EMP0025,ขาย,พนักงานขาย,หญิง,27,ปริญญาตรี,0,16500,3.4,1,ไม่มี,15,ออฟฟิศ,อยู่ต่อ
EMP0492,การตลาด,Marketing Executive,ชาย,34,ปวส.,6,28300,4.3,2,มี,17,ออฟฟิศ,อยู่ต่อ
EMP0197,IT,Data Analyst,หญิง,37,ปริญญาตรี,5,63200,3.8,2,มี,33,ออฟฟิศ,ลาออก
EMP0557,IT,Developer,หญิง,33,ปวส.,7,36200,2.1,2,มี,31,ออฟฟิศ,อยู่ต่อ
EMP0189,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,26,ปวส.,4,19300,3.3,5,มี,15,ออฟฟิศ,อยู่ต่อ
EMP0591,ขาย,พนักงานขาย,ชาย,37,ปริญญาตรี,4,22800,4.0,4,ไม่มี,12,ออฟฟิศ,อยู่ต่อ
EMP0528,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,39,ปริญญาตรี,12,20800,3.7,4,ไม่มี,4,Hybrid,อยู่ต่อ
EMP0289,ปฏิบัติการ,หัวหน้างาน,ชาย,32,ปริญญาตรี,7,37000,3.6,5,ไม่มี,7,Hybrid,ลาออก
EMP0630,ขาย,พนักงานขาย,ชาย,32,ปริญญาตรี,7,25200,2.5,3,ไม่มี,60,ออฟฟิศ,อยู่ต่อ
EMP0195,IT,Data Analyst,ชาย,30,ปริญญาตรี,8,69100,3.1,2,มี,2,Hybrid,ลาออก
EMP0466,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,32,ปริญญาโท,9,21000,3.2,3,ไม่มี,15,ออฟฟิศ,อยู่ต่อ
EMP0165,ปฏิบัติการ,หัวหน้างาน,ชาย,31,ปริญญาตรี,5,34900,3.2,2,มี,28,WFH,อยู่ต่อ
EMP0696,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,34,ปริญญาตรี,3,16500,3.4,4,ไม่มี,30,ออฟฟิศ,อยู่ต่อ
EMP0690,ขาย,หัวหน้าทีมขาย,หญิง,34,ปวส.,4,42300,4.9,4,มี,15,ออฟฟิศ,อยู่ต่อ
EMP0544,การตลาด,Marketing Executive,ชาย,28,ปริญญาตรี,5,28300,2.6,1,ไม่มี,17,ออฟฟิศ,อยู่ต่อ
EMP0262,IT,Data Analyst,ชาย,32,ปริญญาโท,6,72200,4.1,3,ไม่มี,59,ออฟฟิศ,อยู่ต่อ
EMP0351,ขาย,พนักงานขาย,ชาย,32,ปริญญาโท,1,17900,,1,ไม่มี,28,Hybrid,อยู่ต่อ
EMP0222,IT,Data Analyst,ชาย,40,ปริญญาตรี,6,64100,3.9,3,ไม่มี,36,Hybrid,อยู่ต่อ
EMP0773,IT,Developer,หญิง,43,ปริญญาตรี,9,40300,2.7,2,มี,34,WFH,อยู่ต่อ
EMP0350,ปฏิบัติการ,ผู้จัดการโรงงาน,หญิง,35,ปริญญาตรี,13,66600,1.9,5,ไม่มี,24,ออฟฟิศ,อยู่ต่อ
EMP0242,ขาย,พนักงานขาย,หญิง,37,ปริญญาตรี,6,21800,2.3,5,ไม่มี,7,Hybrid,อยู่ต่อ
EMP0714,IT,Developer,ชาย,32,ปริญญาตรี,9,46300,3.7,3,มี,26,ออฟฟิศ,อยู่ต่อ
EMP0370,ขาย,พนักงานขาย,หญิง,39,ปริญญาตรี,5,24000,3.1,3,ไม่มี,32,Hybrid,ลาออก
EMP0653,บัญชี,นักวิเคราะห์การเงิน,ชาย,39,ปริญญาตรี,13,62500,3.1,1,มี,18,ออฟฟิศ,อยู่ต่อ
EMP0473,ขาย,พนักงานขาย,หญิง,26,ปริญญาตรี,2,18600,3.9,2,ไม่มี,41,Hybrid,อยู่ต่อ
EMP0464,ปฏิบัติการ,ผู้จัดการโรงงาน,หญิง,38,ปริญญาโท,11,64100,3.4,3,ไม่มี,10,Hybrid,อยู่ต่อ
EMP0352,การตลาด,Content Creator,หญิง,31,ปวส.,8,56300,4.5,3,มี,59,ออฟฟิศ,ลาออก
EMP0567,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,30,ปริญญาตรี,4,16400,2.5,1,ไม่มี,0,WFH,อยู่ต่อ
EMP0603,IT,Developer,หญิง,35,ปริญญาตรี,7,40700,3.7,3,ไม่มี,18,Hybrid,ลาออก
EMP0362,ขาย,ผู้จัดการฝ่ายขาย,หญิง,42,ปวส.,12,74200,3.7,1,ไม่มี,13,Hybrid,อยู่ต่อ
EMP0229,บัญชี,เจ้าหน้าที่บัญชี,หญิง,32,ปริญญาตรี,9,31700,2.4,3,ไม่มี,46,ออฟฟิศ,อยู่ต่อ
EMP0698,ปฏิบัติการ,หัวหน้างาน,หญิง,28,ปริญญาตรี,6,36400,4.8,5,ไม่มี,18,ออฟฟิศ,ลาออก
EMP0490,ขาย,หัวหน้าทีมขาย,หญิง,37,ปริญญาตรี,7,46500,4.1,3,ไม่มี,58,ออฟฟิศ,อยู่ต่อ
EMP0766,IT,Data Analyst,หญิง,42,ปวส.,10,80200,3.2,2,ไม่มี,43,WFH,ลาออก
EMP0693,IT,Developer,หญิง,27,ปริญญาโท,2,35800,3.9,2,ไม่มี,43,WFH,อยู่ต่อ
EMP0532,การตลาด,Marketing Executive,หญิง,35,ปริญญาตรี,3,27000,3.7,5,ไม่มี,14,Hybrid,อยู่ต่อ
EMP0295,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,27,ปริญญาตรี,3,19000,2.3,5,ไม่มี,10,Hybrid,อยู่ต่อ
EMP0712,การตลาด,Marketing Executive,หญิง,35,ปริญญาโท,2,25600,2.6,5,ไม่มี,50,ออฟฟิศ,อยู่ต่อ
EMP0080,IT,Developer,หญิง,35,ปริญญาโท,5,34000,3.7,5,มี,21,WFH,อยู่ต่อ
EMP0699,บัญชี,เจ้าหน้าที่บัญชี,หญิง,31,ปริญญาโท,6,27700,3.9,1,ไม่มี,54,Hybrid,ลาออก
EMP0184,การตลาด,Marketing Executive,ชาย,33,ปริญญาตรี,2,26500,3.4,3,ไม่มี,9,Hybrid,ลาออก
EMP0379,การตลาด,Marketing Executive,ชาย,37,ปวส.,3,22400,3.7,2,ไม่มี,16,Hybrid,อยู่ต่อ
EMP0718,การตลาด,Marketing Executive,หญิง,33,ปริญญาตรี,8,30800,4.3,5,มี,29,Hybrid,ลาออก
EMP0676,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,30,ปริญญาตรี,2,17500,2.5,1,มี,28,Hybrid,อยู่ต่อ
EMP0061,IT,Developer,ชาย,30,ปริญญาตรี,5,37500,2.8,2,ไม่มี,15,Hybrid,ลาออก
EMP0763,บัญชี,เจ้าหน้าที่บัญชี,หญิง,37,ปริญญาตรี,7,27200,4.2,3,มี,,Hybrid,อยู่ต่อ
EMP0392,IT,IT Support,หญิง,41,ปวส.,7,107300,2.7,4,ไม่มี,11,ออฟฟิศ,อยู่ต่อ
EMP0036,ปฏิบัติการ,ผู้จัดการโรงงาน,ชาย,40,ปริญญาตรี,11,62900,2.8,1,ไม่มี,19,Hybrid,อยู่ต่อ
EMP0728,ปฏิบัติการ,หัวหน้างาน,ชาย,36,ปริญญาตรี,5,31500,3.2,2,มี,15,ออฟฟิศ,อยู่ต่อ
EMP0475,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,23,ปริญญาตรี,0,14600,3.4,4,ไม่มี,31,ออฟฟิศ,อยู่ต่อ
EMP0644,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,36,ปริญญาตรี,2,18600,4.1,4,ไม่มี,20,Hybrid,อยู่ต่อ
EMP0264,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,41,ปริญญาตรี,8,17900,3.9,2,ไม่มี,58,ออฟฟิศ,อยู่ต่อ
EMP0489,ขาย,พนักงานขาย,ชาย,28,ปริญญาโท,1,18100,3.0,3,มี,38,ออฟฟิศ,ลาออก
EMP0561,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,30,ปริญญาตรี,2,16400,3.0,4,ไม่มี,25,WFH,อยู่ต่อ
EMP0517,ขาย,พนักงานขาย,หญิง,37,ปริญญาตรี,4,20200,3.0,3,ไม่มี,13,ออฟฟิศ,อยู่ต่อ
EMP0212,การตลาด,Marketing Executive,ชาย,32,ปริญญาตรี,5,26500,2.4,2,มี,49,WFH,อยู่ต่อ
EMP0201,ขาย,พนักงานขาย,ชาย,34,ปริญญาโท,1,21400,2.9,2,ไม่มี,21,Hybrid,ลาออก
EMP0506,การตลาด,Marketing Executive,ชาย,23,ปริญญาโท,0,19800,3.8,4,ไม่มี,26,ออฟฟิศ,อยู่ต่อ
EMP0288,ปฏิบัติการ,หัวหน้างาน,ชาย,38,ปริญญาตรี,11,36800,3.5,4,ไม่มี,23,ออฟฟิศ,อยู่ต่อ
EMP0318,ปฏิบัติการ,หัวหน้างาน,หญิง,36,ปริญญาตรี,4,32800,2.6,5,มี,51,Hybrid,อยู่ต่อ
EMP0587,บัญชี,เจ้าหน้าที่บัญชี,หญิง,30,ปริญญาตรี,0,22500,3.6,3,ไม่มี,26,Hybrid,อยู่ต่อ
EMP0092,การตลาด,ผู้จัดการการตลาด,หญิง,36,ปริญญาตรี,6,69200,2.8,4,ไม่มี,29,ออฟฟิศ,อยู่ต่อ
EMP0615,ขาย,พนักงานขาย,ชาย,25,ปริญญาโท,0,17600,2.9,2,มี,27,ออฟฟิศ,อยู่ต่อ
EMP0691,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,34,ปวส.,5,18200,4.9,3,ไม่มี,0,ออฟฟิศ,ลาออก
EMP0633,บุคคล,Recruiter,ชาย,43,ปริญญาตรี,13,58300,2.7,4,ไม่มี,23,ออฟฟิศ,อยู่ต่อ
EMP0788,การตลาด,Marketing Executive,หญิง,35,ปวส.,5,28700,1.8,1,ไม่มี,36,ออฟฟิศ,อยู่ต่อ
EMP0467,ขาย,หัวหน้าทีมขาย,หญิง,32,ปริญญาตรี,6,36800,4.1,2,มี,54,WFH,ลาออก
EMP0527,IT,Developer,หญิง,31,ปริญญาตรี,2,29600,3.7,4,ไม่มี,53,ออฟฟิศ,อยู่ต่อ
EMP0424,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,37,ปริญญาโท,3,19200,3.6,1,ไม่มี,43,ออฟฟิศ,ลาออก
EMP0322,IT,Developer,หญิง,30,ปริญญาตรี,5,41200,2.8,4,ไม่มี,44,ออฟฟิศ,อยู่ต่อ
EMP0110,บัญชี,เจ้าหน้าที่บัญชี,หญิง,38,ปริญญาตรี,6,29700,3.4,5,มี,54,WFH,ลาออก
EMP0327,บัญชี,เจ้าหน้าที่บัญชี,ชาย,36,ปริญญาตรี,5,23700,2.2,4,มี,26,Hybrid,อยู่ต่อ
EMP0422,บุคคล,Recruiter,หญิง,36,ปริญญาตรี,7,48500,3.1,1,มี,9,ออฟฟิศ,ลาออก
EMP0329,IT,Developer,ชาย,29,ปริญญาตรี,2,30200,2.9,1,มี,28,ออฟฟิศ,ลาออก
EMP0388,บุคคล,เจ้าหน้าที่ HR,ชาย,29,ปริญญาตรี,1,22700,3.2,1,ไม่มี,32,ออฟฟิศ,อยู่ต่อ
EMP0172,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,32,ปริญญาตรี,0,14200,3.4,4,มี,13,ออฟฟิศ,อยู่ต่อ
EMP0734,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,36,ปริญญาตรี,2,15900,2.5,3,ไม่มี,24,WFH,อยู่ต่อ
EMP0359,ขาย,หัวหน้าทีมขาย,หญิง,43,ปริญญาตรี,14,52000,3.8,3,มี,49,Hybrid,อยู่ต่อ
EMP0472,ปฏิบัติการ,หัวหน้างาน,ชาย,34,ปริญญาตรี,7,33300,3.8,4,ไม่มี,59,ออฟฟิศ,อยู่ต่อ
EMP0335,บุคคล,Recruiter,หญิง,40,ปริญญาตรี,9,45000,4.0,3,ไม่มี,56,ออฟฟิศ,อยู่ต่อ
EMP0305,ขาย,หัวหน้าทีมขาย,ชาย,36,ปริญญาตรี,6,40600,2.2,2,มี,48,ออฟฟิศ,ลาออก
EMP0518,บุคคล,เจ้าหน้าที่ HR,หญิง,39,ปวส.,5,25500,3.1,3,ไม่มี,30,ออฟฟิศ,อยู่ต่อ
EMP0726,ปฏิบัติการ,หัวหน้างาน,หญิง,40,ปริญญาโท,6,33000,2.3,3,มี,45,WFH,อยู่ต่อ
EMP0549,การตลาด,Marketing Executive,ชาย,31,ปวส.,8,32800,3.3,1,มี,42,ออฟฟิศ,ลาออก
EMP0017,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,32,ปริญญาตรี,0,15300,3.1,2,ไม่มี,59,Hybrid,อยู่ต่อ
EMP0669,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,30,ปริญญาตรี,4,17700,3.3,5,ไม่มี,12,Hybrid,อยู่ต่อ
EMP0711,บัญชี,เจ้าหน้าที่บัญชี,ชาย,27,ปริญญาตรี,3,25900,4.4,5,ไม่มี,59,Hybrid,อยู่ต่อ
EMP0747,ขาย,พนักงานขาย,ชาย,33,ปริญญาตรี,7,25400,2.7,4,ไม่มี,16,Hybrid,อยู่ต่อ
EMP0052,การตลาด,Marketing Executive,ชาย,29,ปริญญาตรี,1,25900,3.5,4,ไม่มี,26,ออฟฟิศ,ลาออก
EMP0247,IT,Developer,ชาย,45,ปริญญาโท,11,40300,3.9,4,ไม่มี,20,ออฟฟิศ,ลาออก
EMP0501,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,31,ปริญญาตรี,3,15800,3.8,2,มี,2,ออฟฟิศ,ลาออก
EMP0168,การตลาด,Marketing Executive,ชาย,38,ปริญญาตรี,6,26900,3.5,4,ไม่มี,56,Hybrid,อยู่ต่อ
EMP0507,ขาย,พนักงานขาย,ชาย,34,ปริญญาตรี,4,21700,4.8,1,มี,52,Hybrid,อยู่ต่อ
EMP0119,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,29,ปริญญาตรี,7,19500,4.3,2,ไม่มี,56,Hybrid,อยู่ต่อ
EMP0570,บัญชี,เจ้าหน้าที่บัญชี,หญิง,36,ปริญญาโท,6,24700,3.9,3,มี,44,Hybrid,ลาออก
EMP0072,ปฏิบัติการ,หัวหน้างาน,ชาย,35,ปริญญาโท,6,37500,3.7,2,มี,19,ออฟฟิศ,อยู่ต่อ
EMP0395,IT,Developer,ชาย,34,ปวส.,9,40100,3.0,3,ไม่มี,1,ออฟฟิศ,อยู่ต่อ
EMP0260,ปฏิบัติการ,หัวหน้างาน,หญิง,41,ปริญญาตรี,7,31900,3.4,3,มี,36,Hybrid,อยู่ต่อ
EMP0356,ปฏิบัติการ,ผู้จัดการโรงงาน,ชาย,42,ปวส.,11,57600,3.0,2,มี,14,ออฟฟิศ,อยู่ต่อ
EMP0688,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,32,ปริญญาตรี,2,14700,2.2,2,มี,32,ออฟฟิศ,ลาออก
EMP0694,ปฏิบัติการ,หัวหน้างาน,หญิง,37,ปริญญาตรี,6,34500,2.0,5,มี,59,ออฟฟิศ,อยู่ต่อ
EMP0131,IT,IT Manager,ชาย,36,ปริญญาตรี,11,132700,4.7,5,มี,8,ออฟฟิศ,อยู่ต่อ
EMP0786,IT,Data Analyst,ชาย,28,ปริญญาตรี,4,68700,3.5,5,ไม่มี,58,ออฟฟิศ,อยู่ต่อ
EMP0309,บัญชี,เจ้าหน้าที่บัญชี,ชาย,33,ปริญญาตรี,3,26300,5,1,ไม่มี,9,ออฟฟิศ,ลาออก
EMP0117,ขาย,พนักงานขาย,ชาย,37,ปริญญาตรี,8,25900,3.4,1,ไม่มี,46,WFH,อยู่ต่อ
EMP0033,ขาย,พนักงานขาย,หญิง,32,ปริญญาตรี,10,25800,,1,ไม่มี,8,ออฟฟิศ,อยู่ต่อ
EMP0338,ขาย,พนักงานขาย,ชาย,37,ปวส.,9,25300,3.0,1,ไม่มี,5,WFH,อยู่ต่อ
EMP0152,ปฏิบัติการ,พนักงานคลังสินค้า,หญิง,32,ปริญญาตรี,10,23300,3.9,2,ไม่มี,38,Hybrid,ลาออก
EMP0770,บัญชี,เจ้าหน้าที่บัญชี,หญิง,32,ปริญญาตรี,7,28400,3.6,3,ไม่มี,51,Hybrid,อยู่ต่อ
EMP0085,IT,IT Support,หญิง,42,ปวส.,14,134700,2.5,2,ไม่มี,40,ออฟฟิศ,อยู่ต่อ
EMP0384,การตลาด,Marketing Executive,ชาย,36,ปริญญาตรี,7,28400,3.8,3,มี,17,ออฟฟิศ,ลาออก
EMP0037,ปฏิบัติการ,พนักงานคลังสินค้า,ชาย,25,ปริญญาโท,2,17000,2.3,5,มี,4,WFH,อยู่ต่อ
EMP0650,บัญชี,เจ้าหน้าที่บัญชี,ชาย,31,ปริญญาโท,8,31400,3.4,4,ไม่มี,0,ออฟฟิศ,อยู่ต่อ
