app_id,name,release_date,primary_genre,developer_tier,price_usd,price_range,is_free,early_access,multiplayer,thai_language,steam_deck,owners_estimate,positive_reviews,negative_reviews,review_pct,avg_playtime_hours,peak_ccu,estimated_revenue_usd,success
111211,Dark Dungeon Deluxe,2016-12-15,Action,Indie,9.99,$5-10,Paid,No,Yes,No,Playable,41400,954,447,68.1,5.3,234,161890,Not hit
127898,Frozen Factory II,2019-05-05,Survival,Indie,14.99,$10-20,Paid,No,Yes,No,Playable,13400,244,100,71.2,80.0,26,88670,Not hit
165046,Last Hunter Deluxe,2025-05-18,Action,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,13900,419,41,91.2,24.4,14,62630,Not hit
114726,Crystal Colony Remastered,2017-04-17,Adventure,Indie,4.99,< $5,Paid,No,No,No,Playable,209800,7157,831,89.6,7.3,798,461311,Hit
100666,Iron Arena,2025-10-06,Adventure,Indie,14.99,$10-20,Paid,Yes,No,No,Unsupported,28000,872,239,78.5,10.0,43,168117,Not hit
179217,Iron Kingdom II,2025-04-05,RPG,AA,19.99,$10-20,Paid,No,Yes,Yes,Playable,68500,1816,311,85.4,50.5,474,572763,Not hit
108436,Pixel Colony Remastered,2022-10-28,Roguelike,Indie,4.99,< $5,Paid,No,No,No,Verified,2400,53,28,66.1,11.3,6,4050,Not hit
113468,Golden Dungeon,2016-11-03,RPG,AA,29.99,$20-40,Paid,No,Yes,Yes,Verified,508700,5926,5856,50.3,117.8,2574,5551035,Not hit
186432,Dragon Frontier Remastered II,2024-05-31,Action,Indie,14.99,$10-20,Paid,No,No,No,Verified,23300,429,142,75.3,11.7,51,121400,Not hit
170670,Silent Ocean: Origins 2,2023-08-27,Adventure,Indie,24.99,$20-40,Paid,No,Yes,No,Playable,1200,16,8,69.1,15.3,3,11609,Not hit
186136,Frozen Legends II 2,2021-10-12,Horror,AA,24.99,$20-40,Paid,No,No,No,Verified,132400,3090,1350,69.6,3.0,467,1186519,Not hit
177737,Dark Odyssey II Remastered,2021-07-14,Casual,Indie,9.99,$5-10,Paid,No,No,No,Playable,7900,152,64,70.5,8.5,5,35379,Not hit
167303,Broken Protocol Remastered Remastered,2023-07-21,Action,Indie,0.0,Free,Free,Yes,Yes,No,Verified,291400,7161,2772,72.1,6.4,1949,436441,Not hit
170707,Last League Remastered II,2025-07-08,Puzzle,Indie,2.99,< $5,Paid,No,No,No,Unsupported,1400,33,17,66.9,5.0,0,1473,Not hit
156647,Last Tactics Remastered,2022-10-16,Sports,AA,29.99,$20-40,Paid,No,Yes,Yes,Verified,3291100,62455,16204,79.4,12.2,12029,37692242,Not hit
159126,Broken Hunter 2 Remastered,2020-05-07,Racing,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,124600,2634,415,86.4,15.1,128,411509,Hit
128194,Silent Island Remastered,2018-09-30,Puzzle,Indie,24.99,$20-40,Paid,No,No,No,Playable,76400,2207,415,84.2,13.7,81,731041,Not hit
121423,Broken Horizon II,2020-03-15,Roguelike,Indie,14.99,$10-20,Paid,No,No,No,Playable,2800,55,19,74.5,18.7,8,14364,Not hit
142624,Cyber League 2,2024-01-18,Horror,AA,19.99,$10-20,Paid,No,Yes,No,Verified,61000,598,379,61.3,8.4,332,542209,Not hit
170966,Silent Factory: Origins,2016-04-29,Action,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,28500,857,215,80.0,17.3,65,117233,Not hit
159607,Rogue Protocol: Origins,2018-10-04,Action,Indie,14.99,$10-20,Paid,No,No,No,Verified,147000,2429,743,76.6,15.0,334,861477,Not hit
175776,Star Chronicles 2,2022-12-10,Casual,Indie,9.99,$5-10,Paid,No,No,No,Verified,800,19,11,65.8,10.2,0,2855,Not hit
129341,Lost Odyssey,2020-09-01,Sports,AA,29.99,$20-40,Paid,No,Yes,No,Verified,910900,10238,4306,70.4,63.6,3212,9234641,Not hit
167229,Rogue Arena II,2016-06-23,Puzzle,Indie,9.99,$5-10,Paid,Yes,No,No,Verified,26400,865,145,85.7,1.8,62,115823,Not hit
162049,Tiny Empire 2,2016-11-23,Action,Indie,9.99,$5-10,Paid,No,Yes,No,Verified,1300,11,9,59.6,10.0,5,5211,Not hit
151245,Void Legends Remastered,2017-04-17,Simulation,Indie,9.99,$5-10,Paid,No,No,No,Verified,256000,6334,362,94.6,80.9,934,932012,Hit
182954,Mystic Arena: Origins: Origins,2023-01-31,Action,Indie,2.99,< $5,Paid,Yes,No,No,Playable,41500,1135,351,76.4,9.5,27,46481,Not hit
172372,Mystic Survivors Remastered,2022-09-23,RPG,Indie,19.99,$10-20,Paid,No,No,No,Unsupported,2300,61,25,71.9,29.4,4,18795,Not hit
137259,Last Protocol 2,2017-02-13,Action,Indie,0.0,Free,Free,No,No,No,Verified,5400,119,67,64.4,,8,2604,Not hit
183509,Last Chronicles II Deluxe,2021-04-16,Strategy,Indie,14.99,$10-20,Paid,No,Yes,No,Verified,19700,246,129,65.8,142.8,104,125729,Not hit
109694,Golden League: Origins,2016-04-22,Survival,Indie,4.99,< $5,Paid,No,Yes,No,Verified,13600,401,118,77.4,29.3,55,28365,Not hit
115207,Lost Arena,2025-10-11,Survival,Indie,9.99,$5-10,Paid,No,Yes,No,Verified,2100,48,22,69.7,31.0,10,7057,Not hit
156351,Frozen Factory Remastered,2025-05-21,Survival,AA,19.99,$10-20,Paid,No,No,No,Playable,33300,403,99,80.3,85.6,58,237331,Not hit
157683,Iron Tactics Remastered,2018-04-24,Adventure,Indie,2.99,< $5,Paid,No,No,No,Verified,1800,33,15,70.7,21.3,6,2236,Not hit
154723,Hidden Empire II 2,2016-04-28,Horror,AAA,59.99,$40+,Paid,No,No,Yes,Playable,314400,4696,1189,79.8,5.9,655,6487000,Not hit
139664,Mystic Frontier Deluxe,2022-01-06,Simulation,Indie,24.99,$20-40,Paid,No,No,No,Unsupported,9300,216,55,80.0,34.5,29,88215,Not hit
125234,Solar Odyssey Deluxe,2017-10-18,RPG,Indie,2.99,< $5,Paid,No,Yes,No,Verified,7200,129,44,74.7,63.9,19,8928,Not hit
157313,Crystal Dungeon Remastered,2018-07-05,Strategy,Indie,2.99,< $5,Paid,No,Yes,No,Playable,13200,172,52,76.9,171.7,99,15944,Not hit
183731,Golden Kingdom Deluxe,2023-01-26,Simulation,Indie,14.99,$10-20,Paid,No,No,,Playable,4700,106,37,74.4,57.5,6,26728,Not hit
174333,Pixel Frontier 2: Origins,2019-10-02,Strategy,Indie,14.99,$10-20,Paid,No,No,No,Unsupported,1300,21,8,74.4,13.7,3,7393,Not hit
129267,Void Racer,2023-12-23,Casual,Indie,2.99,< $5,Paid,No,No,No,Verified,6900,105,56,65.4,6.3,8,7753,Not hit
146546,Neon Colony,2018-03-06,Casual,Indie,4.99,< $5,Paid,No,No,No,Verified,10400,146,53,73.8,4.3,7,18901,Not hit
144881,Wild Survivors,2023-06-25,Casual,Indie,19.99,$10-20,Paid,No,No,No,Unsupported,6500,141,36,79.7,7.9,21,49904,Not hit
109472,Eternal Chronicles,2024-10-27,Puzzle,AA,24.99,$20-40,Paid,No,No,No,Unsupported,118900,1578,499,76.0,6.9,211,1120242,Not hit
144067,Pixel Protocol Remastered,2024-08-27,Casual,Indie,14.99,$10-20,Paid,No,No,No,Verified,900,12,5,71.6,3.5,0,5113,Not hit
172261,Mystic Kingdom II,2017-04-12,Adventure,AAA,59.99,$40+,Paid,No,No,No,Playable,3329300,74029,24809,74.9,11.9,1677,85621132,Not hit
126233,Golden Colony 2,2024-03-26,Strategy,Indie,14.99,$10-20,Paid,No,No,No,Unsupported,2100,35,16,69.5,8.2,3,13946,Not hit
150172,Crystal Factory Deluxe,2022-12-15,Adventure,Indie,4.99,< $5,Paid,No,No,No,Verified,500,6,4,62.6,6.7,1,1006,Not hit
164565,Rogue Odyssey II,2017-05-26,Horror,AA,19.99,$10-20,Paid,No,No,No,Verified,88100,982,369,72.7,4.1,282,658225,Not hit
189318,Golden Arena Remastered Remastered,2022-01-09,RPG,Indie,0.0,Free,Free,No,No,No,Verified,1400,16,8,67.4,48.4,4,1037,Not hit
154427,Iron Racer: Origins,2022-07-22,Strategy,AA,39.99,$20-40,Paid,No,No,No,Playable,68700,754,303,71.4,30.1,190,1222020,Not hit
183361,Neon Hunter II: Origins,2025-09-10,Survival,Indie,9.99,$5-10,Paid,No,No,No,Playable,3900,96,50,66.1,53.3,10,14147,Not hit
123865,Frozen League Remastered Deluxe,2020-07-30,RPG,Indie,14.99,$10-20,Paid,Yes,Yes,No,Verified,170300,2872,978,74.6,53.2,770,1067880,Not hit
186395,Void Frontier Remastered,2023-08-28,Casual,AA,29.99,$20-40,Paid,No,No,No,Verified,11000,207,59,77.9,2.6,12,111213,Not hit
141736,Dragon Hunter 2,2020-01-17,Simulation,Indie,2.99,< $5,Paid,No,No,No,Playable,14400,325,102,76.3,37.2,14,18896,Not hit
109139,Cyber Kingdom Remastered Deluxe,2018-05-14,Horror,Indie,0.0,Free,Free,No,No,No,Unsupported,10800,211,92,69.9,5.7,15,6270,Not hit
120054,Cyber League Deluxe,2018-07-17,Action,Indie,2.99,< $5,Paid,No,Yes,No,Verified,153000,5298,744,87.7,26.8,284,199730,Hit
178514,Cyber Factory 2,2019-04-23,Horror,AA,29.99,$20-40,Paid,No,No,Yes,Verified,425900,9399,4588,67.2,16.5,880,5303307,Not hit
139294,Wild Racer Remastered,2021-09-14,Adventure,AA,24.99,$20-40,Paid,No,No,No,Playable,11900,193,86,69.3,11.4,37,96738,Not hit
178847,Rogue Kingdom Remastered: Origins,2019-08-06,Puzzle,Indie,14.99,$10-20,Paid,No,No,No,Playable,1200,23,7,77.8,10.6,1,6560,Not hit
101776,Crystal Dungeon,2019-03-28,Simulation,Indie,14.99,$10-20,Paid,No,Yes,No,,51900,1073,416,72.1,40.8,374,343253,Not hit
132264,Solar Colony Remastered,2020-03-07,Survival,AA,19.99,$10-20,Paid,No,Yes,No,Unsupported,20800,447,134,77.1,90.2,123,171734,Not hit
162197,Dark Empire Deluxe,2019-05-22,Casual,Indie,9.99,$5-10,Paid,No,Yes,No,Playable,400,5,5,52.7,7.4,2,1506,Not hit
122866,Mystic Dungeon 2,2022-02-03,RPG,Indie,4.99,< $5,Paid,No,No,No,Unsupported,5100,60,30,67.7,90.0,16,11563,Not hit
121571,Last Racer 2,2023-01-26,Casual,Indie,2.99,< $5,Paid,No,No,No,Playable,3000,67,23,75.1,2.4,10,3257,Not hit
156462,Dragon Village Deluxe,2017-06-27,Casual,Indie,14.99,$10-20,Paid,No,Yes,No,Verified,135100,1936,537,78.3,4.9,552,766852,Not hit
111396,Last Odyssey,2023-06-06,Strategy,AAA,59.99,$40+,Paid,No,No,Yes,Playable,6607900,171365,38900,81.5,98.0,14944,147627765,Hit
158756,Silent Ocean: Origins,2017-06-28,Roguelike,Indie,14.99,$10-20,Paid,No,No,No,Verified,16900,195,105,65.1,38.2,26,111757,Not hit
127306,Golden Empire: Origins,2018-09-16,Casual,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,4400,90,38,70.8,2.5,10,18408,Not hit
190872,Lost Dungeon: Origins,2018-10-15,Sports,Indie,19.99,$10-20,Paid,No,No,No,Playable,1900,26,12,69.6,17.6,6,13171,Not hit
143993,Crystal Chronicles,2021-03-10,Adventure,Indie,14.99,$10-20,Paid,No,No,No,Verified,15500,490,34,93.6,5.2,38,85225,Not hit
131154,Hidden Tactics 2 Deluxe,2025-12-09,Casual,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,1900,23,6,80.3,3.7,4,8094,Not hit
173038,Broken Frontier: Origins,2019-07-16,Casual,Indie,9.99,$5-10,Paid,No,No,No,Verified,6000,156,49,76.2,7.8,7,23866,Not hit
186913,Shadow Kingdom Remastered,2019-12-08,Action,Indie,14.99,$10-20,Paid,No,Yes,No,Playable,1700,29,14,68.1,26.8,5,9373,Not hit
183546,Lost Arena 2: Origins,2020-05-22,Simulation,Indie,4.99,< $5,Paid,No,No,No,Unsupported,301000,3834,989,79.5,39.0,582,588298,Not hit
136334,Steel Odyssey: Origins,2016-12-20,Adventure,Indie,14.99,$10-20,Paid,No,No,No,Playable,13000,256,27,90.5,11.0,22,67278,Not hit
175850,Star Chronicles 2 2,2017-02-05,Adventure,Indie,0.0,Free,Free,No,No,No,Playable,9600,216,74,74.5,18.5,31,8667,Not hit
130747,Iron Legends: Origins,2024-04-11,Simulation,Indie,14.99,$10-20,Paid,No,No,No,Unsupported,6800,187,41,82.3,24.3,24,37535,Not hit
146065,Rogue Hunter 2,2017-11-03,Strategy,Indie,4.99,< $5,Paid,No,No,No,Playable,10200,155,60,72.4,,15,20506,Not hit
110471,Silent Racer,2023-03-10,Action,Indie,19.99,$10-20,Paid,No,No,No,Verified,4200,65,25,73.0,10.6,16,31491,Not hit
186284,Solar Hunter II,2016-08-17,Racing,AA,19.99,$10-20,Paid,No,Yes,No,Verified,211400,6676,1436,82.3,22.3,1619,1364044,Hit
149987,Solar Village II Remastered,2024-09-06,Adventure,Indie,14.99,$10-20,Paid,No,No,No,Playable,93200,2639,534,83.2,12.0,111,582399,Not hit
183213,Tiny Hunter II 2,2021-03-05,Horror,Indie,4.99,< $5,Paid,No,No,Yes,Playable,600,13,9,60.3,3.1,1,1270,Not hit
114060,Frozen League 2,2024-11-05,Strategy,Indie,19.99,$10-20,Paid,No,No,No,Playable,4900,137,48,74.4,29.6,18,32012,Not hit
137370,Silent Colony 2,2021-12-17,Casual,Indie,24.99,$20-40,Paid,No,Yes,No,Verified,13000,309,179,63.4,4.3,56,116103,Not hit
141033,Pixel Hunter Remastered,2019-10-06,Casual,Indie,9.99,$5-10,Paid,No,No,No,Playable,6000,92,58,61.8,9.5,7,19726,Not hit
165231,Wild Racer 2,2021-10-05,Casual,Indie,4.99,< $5,Paid,No,No,No,Verified,2700,49,34,59.7,4.0,7,5924,Not hit
130562,Broken Tactics Remastered,2025-02-06,Strategy,Indie,4.99,< $5,Paid,No,No,No,Verified,900,16,13,58.5,42.4,3,1592,Not hit
134040,Dark League,2022-04-02,RPG,Indie,9.99,$5-10,Paid,No,No,No,Verified,114600,3829,730,84.0,100.9,231,481034,Hit
155722,Cyber Racer Deluxe,2019-05-26,Adventure,AA,24.99,$20-40,Paid,No,No,No,Verified,20200,477,195,71.1,13.8,19,196566,Not hit
145103,Frozen Protocol Remastered: Origins,2017-11-20,RPG,Indie,2.99,< $5,Paid,Yes,No,No,Verified,15900,319,202,61.4,49.8,53,18970,Not hit
173297,Dark Village 2,2018-11-10,Survival,Indie,14.99,$10-20,Paid,No,Yes,No,Verified,53400,1846,264,87.5,29.3,392,274939,Not hit
126455,Silent Island: Origins,2024-07-26,RPG,Indie,0.0,Free,Free,No,No,No,Verified,107500,2687,1225,68.7,52.8,348,54817,Not hit
121460,Last Horizon,2016-02-13,Simulation,Indie,14.99,$10-20,Paid,No,Yes,No,Verified,5200,81,41,66.7,69.2,23,29131,Not hit
100777,Broken Dungeon,2025-10-22,Adventure,Indie,2.99,< $5,Paid,Yes,Yes,No,Playable,51100,832,362,69.7,8.7,109,50701,Not hit
128379,Dark Empire: Origins,2024-10-06,Adventure,AA,29.99,$20-40,Paid,No,No,No,Verified,17400,227,82,73.5,3.3,26,221157,Not hit
102738,Silent Village,2022-10-20,Adventure,AA,24.99,$20-40,Paid,No,No,No,Unsupported,59400,960,489,66.3,3.1,45,664476,Not hit
139627,Crystal Hunter: Origins,2025-04-20,Strategy,Indie,14.99,$10-20,Paid,No,No,No,Verified,21500,482,207,70.1,27.6,58,145962,Not hit
176664,Golden Village Remastered Remastered,2017-07-19,Puzzle,AA,39.99,$20-40,Paid,No,No,No,Playable,28100,375,143,72.5,2.4,28,379124,Not hit
165638,Iron Legends 2 Deluxe,2021-12-11,Action,AA,29.99,$20-40,Paid,No,No,No,Playable,71600,1323,130,91.1,13.1,280,932875,Not hit
175110,Mystic Frontier Remastered,2024-01-09,Puzzle,Indie,24.99,$20-40,Paid,No,Yes,No,Playable,8800,119,30,80.4,8.1,24,83760,Not hit
124864,Neon Kingdom Remastered,2023-02-13,Casual,Indie,9.99,$5-10,Paid,No,No,No,Playable,2200,39,12,77.7,4.5,1,8117,Not hit
165453,Steel Racer: Origins,2017-06-22,Action,Indie,2.99,< $5,Paid,No,No,No,Verified,28400,642,234,73.3,18.8,37,27186,Not hit
167821,Crystal Ocean: Origins,2022-10-24,Action,Indie,0.99,< $5,Paid,No,No,No,Playable,6700,83,33,71.9,25.3,14,2249,Not hit
129711,Broken Chronicles,2021-01-23,Adventure,Indie,2.99,< $5,Paid,No,No,No,Verified,1700,48,18,73.1,13.5,6,2058,Not hit
121349,Hidden Frontier,2018-01-29,Action,Indie,14.99,$10-20,Paid,No,No,No,Playable,8800,227,28,89.1,8.1,26,48787,Not hit
124753,Pixel Kingdom 2,2025-02-17,Horror,Indie,14.99,$10-20,Paid,Yes,No,No,Playable,500,8,9,52.5,4.5,0,3395,Not hit
171706,Golden Village 2 Remastered: Origins,2023-03-17,Action,AA,24.99,$20-40,Paid,No,Yes,No,Unsupported,726900,15818,6244,71.7,9.8,1215,6041824,Not hit
131672,Last Empire,2019-11-17,Simulation,Indie,2.99,< $5,Paid,No,No,No,Playable,50100,1025,361,74.0,28.5,168,52589,Not hit
131302,Silent Chronicles: Origins,2023-11-16,Adventure,AAA,49.99,$40+,Paid,No,No,Yes,Unsupported,2158600,45318,16256,73.6,11.5,7906,43107792,Not hit
155574,Dragon Colony Deluxe,2024-03-02,Strategy,Indie,0.99,< $5,Paid,No,No,No,Playable,7500,227,65,77.8,34.1,27,2546,Not hit
104810,Neon Tower,2022-10-28,Adventure,AA,19.99,$10-20,Paid,No,Yes,No,Unsupported,8200,139,82,63.3,34.6,25,64325,Not hit
189651,Lost Tower Deluxe: Origins,2025-04-26,Simulation,Indie,0.99,< $5,Paid,No,No,No,Verified,74500,1068,122,89.8,23.0,238,25404,Not hit
152355,Steel Colony 2,2022-07-18,Simulation,AAA,49.99,$40+,Paid,No,No,Yes,Playable,456000,10018,3502,74.1,16.6,1224,10315051,Not hit
117427,Frozen Kingdom,2025-09-03,Simulation,Indie,9.99,$5-10,Paid,No,No,No,Playable,3300,73,30,71.1,24.2,6,12271,Not hit
159274,Tiny Factory: Origins,2020-04-01,Simulation,AAA,0.0,Free,Free,No,Yes,No,Verified,1066400,14667,4066,78.3,32.1,3553,1701447,Not hit
103108,Mystic Hunter,2019-08-17,Adventure,AA,0.0,Free,Free,No,No,No,Playable,671100,12139,3267,78.8,9.5,2591,1082457,Not hit
123310,Dark Legends Deluxe,2021-05-13,RPG,Indie,4.99,< $5,Paid,No,No,Yes,Playable,338400,9133,1525,85.7,84.4,434,653338,Hit
168598,Dragon League 2 Remastered,2021-04-24,Action,Indie,4.99,< $5,Paid,No,No,No,Playable,84200,2678,462,85.3,59.9,245,166972,Not hit
155648,Rogue Empire Deluxe,2025-09-20,Survival,Indie,24.99,$20-40,Paid,No,No,No,Verified,897600,26155,265,99,33.1,720,7117577,Hit
141255,Iron Legends 2: Origins,2019-11-01,Casual,Indie,19.99,$10-20,Paid,No,No,No,Verified,10000,138,15,90.3,3.0,26,89448,Not hit
174851,Last League Remastered 2,2022-11-12,Adventure,Indie,2.99,< $5,Paid,No,No,No,Playable,10600,196,107,64.9,8.6,17,10108,Not hit
112913,Pixel Island,2021-11-25,Horror,Indie,2.99,< $5,Paid,No,No,No,Unsupported,3100,43,8,85.4,4.1,11,3629,Not hit
140367,Frozen Colony Remastered,2020-10-16,Action,Indie,9.99,$5-10,Paid,No,Yes,No,Playable,130300,3732,568,86.8,25.8,157,470824,Hit
112210,Shadow League,2025-12-16,Horror,AAA,59.99,$40+,Paid,No,No,Yes,Playable,1388700,30044,7843,79.3,3.4,3705,26350261,Not hit
160606,Neon Legends Remastered,2022-12-21,Strategy,Indie,4.99,< $5,Paid,Yes,Yes,No,Unsupported,3000,41,23,65.6,43.9,5,6645,Not hit
101702,Tiny Racer,2022-07-14,Adventure,Indie,9.99,$5-10,Paid,No,No,No,Verified,34800,811,111,88.0,6.8,28,157110,Not hit
157609,Lost Factory 2,2020-11-28,Casual,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,2300,58,32,64.8,8.8,1,8857,Not hit
131043,Pixel Island Deluxe,2021-12-26,Simulation,Indie,9.99,$5-10,Paid,Yes,No,No,Playable,200,3,3,54.2,26.8,0,861,Not hit
132153,Rogue Dungeon 2,2024-12-16,Casual,Indie,0.99,< $5,Paid,No,No,No,Unsupported,700,17,10,65.5,1.3,1,268,Not hit
101813,Steel Kingdom,2025-05-11,Roguelike,AA,0.0,Free,Free,No,No,Yes,Playable,261000,5443,2792,66.1,19.6,211,138422,Not hit
178144,Cyber Hunter Deluxe Remastered,2024-09-26,Adventure,Indie,4.99,< $5,Paid,No,No,No,Verified,12100,199,130,60.5,4.2,21,25459,Not hit
155537,Broken Kingdom Deluxe 2,2023-04-23,Adventure,AA,39.99,$20-40,Paid,No,No,No,Unsupported,310300,9574,1948,83.1,4.0,416,5239784,Hit
173371,Pixel Racer: Origins,2017-01-18,Adventure,Indie,4.99,< $5,Paid,No,No,No,Verified,22300,376,138,73.3,8.6,20,42985,Not hit
136630,Hidden Empire II,2021-12-13,Action,Indie,9.99,$5-10,Paid,No,No,No,Playable,3800,51,9,86.4,10.0,3,11988,Not hit
113172,Dragon Island II,2022-05-08,Action,Indie,14.99,$10-20,Paid,No,Yes,No,Verified,203500,2802,487,85.2,22.8,1012,1247268,Hit
121164,Dragon Racer II,2021-09-05,Roguelike,Indie,0.0,Free,Free,No,No,No,Verified,379000,10703,2727,79.7,33.2,818,545356,Not hit
188134,Dragon Empire 2,2019-02-23,Simulation,Indie,4.99,< $5,Paid,No,No,No,Playable,51600,1959,20,99,22.8,134,91425,Not hit
178662,Lost Hunter Remastered Deluxe,2018-08-12,Simulation,Indie,9.99,$5-10,Paid,No,No,No,Playable,15300,284,51,85.0,39.7,33,67023,Not hit
151430,Wild Ocean II,2018-08-25,Horror,Indie,0.99,< $5,Paid,Yes,Yes,No,Unsupported,9000,107,69,61.1,16.2,41,3290,Not hit
103145,Broken Hunter,2024-11-28,Action,Indie,4.99,< $5,Paid,No,Yes,No,Playable,18400,386,138,73.8,29.2,88,28964,Not hit
157794,Dark Island: Origins Remastered,2023-02-28,Casual,Indie,4.99,< $5,Paid,No,No,No,Playable,36700,1078,376,74.2,4.1,21,79225,Not hit
136408,Steel Ocean: Origins,2023-09-18,Horror,Indie,19.99,$10-20,Paid,No,Yes,No,Playable,1000,10,5,68.4,8.5,2,7461,Not hit
112654,Lost Village,2021-10-28,Simulation,Indie,14.99,$10-20,Paid,No,No,No,Playable,19400,467,173,73.0,28.7,55,111705,Not hit
172668,Neon Island 2: Origins,2022-07-08,Casual,Indie,2.99,< $5,Paid,No,No,No,Unsupported,111000,1271,963,56.9,2.8,154,131630,Not hit
126640,Mystic Tactics Deluxe 2,2018-12-14,RPG,Indie,9.99,$5-10,Paid,No,Yes,No,Unsupported,6800,95,44,69.0,63.6,50,28818,Not hit
158386,Broken Island Deluxe,2016-03-15,Simulation,Indie,4.99,< $5,Paid,No,No,No,Playable,800,19,7,73.3,24.7,0,1460,Not hit
153428,Solar Racer: Origins,2016-11-14,Survival,Indie,2.99,< $5,Paid,Yes,No,Yes,Verified,6600,110,73,60.5,20.3,8,7357,Not hit
186876,Tiny Legends Deluxe,2019-03-31,RPG,Indie,9.99,$5-10,Paid,No,Yes,No,Unsupported,26400,314,279,53.1,93.3,104,87932,Not hit
149173,Silent League,2023-12-05,Action,Indie,0.99,< $5,Paid,Yes,Yes,No,Verified,60800,1868,546,77.4,21.0,234,19399,Not hit
156943,Golden Horizon Remastered,2024-06-30,Action,Indie,14.99,$10-20,Paid,No,No,No,Verified,61500,842,125,87.1,6.6,201,362917,Not hit
140774,Neon Survivors,2025-08-06,Action,Indie,9.99,$5-10,Paid,Yes,No,No,Playable,200,3,3,63.0,10.7,0,897,Not hit
177108,Golden Village Remastered: Origins,2020-05-12,Puzzle,Indie,9.99,$5-10,Paid,No,No,No,Verified,16300,225,70,76.3,18.4,56,52142,Not hit
113653,Broken Hunter Remastered,2020-02-06,Casual,AAA,69.99,$40+,Paid,No,No,Yes,Verified,340500,3784,2349,61.7,5.1,912,8439767,Not hit
126714,Mystic Arena: Origins,2024-02-10,Sports,Indie,9.99,$5-10,Paid,No,Yes,No,Unsupported,26800,361,193,65.3,17.2,197,96765,Not hit
101221,Wild Chronicles,2025-07-25,RPG,Indie,4.99,< $5,Paid,No,Yes,No,Verified,2300,75,15,83.4,52.2,7,3990,Not hit
110582,Iron Hunter,2018-07-24,Action,AA,39.99,$20-40,Paid,No,No,No,Unsupported,183200,2695,375,87.8,14.6,121,3249155,Hit
161161,Lost Frontier,2016-08-29,RPG,Indie,24.99,$20-40,Paid,No,No,No,Verified,3600,100,34,74.8,62.0,3,33048,Not hit
106401,Pixel League,2019-08-20,Action,Indie,4.99,< $5,Paid,No,No,No,Verified,24000,651,275,70.4,9.7,80,51765,Not hit
132560,Mystic Racer 2,2021-02-02,Strategy,Indie,19.99,$10-20,Paid,Yes,No,No,Verified,135800,5028,226,95.7,35.1,419,1217580,Hit
121090,Tiny Dungeon Remastered,2022-07-14,Adventure,Indie,9.99,$5-10,Paid,No,No,No,Verified,500,4,5,50.4,6.5,0,2082,Not hit
144252,Star Ocean Remastered,2022-09-09,Simulation,AA,19.99,$10-20,Paid,No,No,No,Playable,3095000,88013,34228,72.0,19.1,10874,22149532,Not hit
102849,Golden Hunter,2022-01-18,Simulation,Indie,19.99,$10-20,Paid,Yes,No,No,Playable,27300,700,222,76.0,17.2,73,216300,Not hit
151874,Lost Village 2: Origins Remastered,2017-09-21,Action,Indie,2.99,< $5,Paid,No,No,No,Verified,2900,44,24,65.9,38.7,9,3208,Not hit
124568,Silent Tactics,2021-04-01,Simulation,Indie,9.99,$5-10,Paid,No,Yes,No,Playable,39500,1125,253,81.7,43.9,105,178600,Not hit
187098,Eternal Chronicles: Origins: Origins,2024-05-23,Action,Indie,19.99,$10-20,Paid,No,No,No,Playable,1500,23,11,70.2,19.8,2,12455,Not hit
142476,Hidden Ocean Remastered Deluxe,2016-05-21,Action,Indie,14.99,$10-20,Paid,No,No,No,Playable,1400,19,11,64.5,6.6,2,7452,Not hit
186247,Solar Frontier: Origins Deluxe: Origins,2022-01-29,Casual,AA,29.99,$20-40,Paid,No,Yes,No,Unsupported,3600,53,65,45.6,4.4,12,43240,Not hit
142550,Golden Protocol 2,2022-03-17,Casual,Indie,4.99,< $5,Paid,No,No,No,Unsupported,18700,413,187,68.9,9.6,26,41282,Not hit
186025,Broken Empire Deluxe,2024-12-17,Strategy,Indie,14.99,$10-20,Paid,No,No,Yes,Verified,7700,124,58,68.3,33.2,11,37582,Not hit
176294,Wild Kingdom: Origins II,2021-12-06,Simulation,Indie,9.99,$5-10,Paid,No,No,No,Verified,21200,362,134,73.0,38.9,80,94195,Not hit
187320,Rogue Ocean: Origins II,2023-06-02,Action,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,26300,525,150,77.9,13.6,59,110436,Not hit
144733,Iron Legends Remastered II,2022-09-27,Puzzle,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,2700,54,27,67.4,12.7,1,9338,Not hit
103330,Golden Island,2022-07-19,Action,AA,29.99,$20-40,Paid,No,No,No,Unsupported,167800,2581,216,92.3,4.0,479,1605953,Hit
132893,Frozen Island,2022-11-14,RPG,Indie,0.0,Free,Free,No,No,No,Playable,22200,240,98,71.2,25.0,53,5497,Not hit
164750,Cyber Tactics: Origins,2024-12-05,Casual,Indie,9.99,$5-10,Paid,No,No,No,Unsupported,600,14,7,67.8,8.0,1,1965,Not hit
