enroll_id,enroll_date,course_category,course_name,learning_mode,customer_type,seats,price_per_seat,total_amount,lead_source,satisfaction,completed
ENR00034,2024-08-01,Python,Python Data Analysis,Onsite,องค์กร,5,6900,31050,องค์กรส่งมา,5,สำเร็จ
ENR00696,2025-12-26,Office,PowerPoint Design,E-Learning,บุคคลทั่วไป,1,2560,2560,Google Search,4.3,สำเร็จ
ENR01149,2024-07-29,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,TikTok,3.7,สำเร็จ
ENR00229,2025-04-21,SQL,SQL for Data Analyst,Onsite,องค์กร,1,5500,5500,เพื่อนแนะนำ,4.4,ไม่สำเร็จ
ENR00595,2024-01-26,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,2,4400,8800,LINE OA,4.1,สำเร็จ
ENR01417,2025-08-20,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,3.7,สำเร็จ
ENR00936,2024-10-10,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,Facebook,4.3,สำเร็จ
ENR00392,2024-08-03,Excel,Excel Basic,E-Learning,บุคคลทั่วไป,2,2800,5600,Facebook,4.2,สำเร็จ
ENR00145,2025-07-15,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,3,5900,17700,Facebook,4.4,สำเร็จ
ENR01368,2024-11-20,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,เพื่อนแนะนำ,4.6,สำเร็จ
ENR00706,2025-11-07,Python,Machine Learning,Online Live,บุคคลทั่วไป,3,8900,26700,Google Search,5,สำเร็จ
ENR01195,2024-10-09,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,2,3920,7840,Facebook,4.7,สำเร็จ
ENR00773,2025-04-12,Python,Machine Learning,E-Learning,บุคคลทั่วไป,3,7120,21360,Google Search,4.2,สำเร็จ
ENR00822,2024-07-06,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,เพื่อนแนะนำ,4.4,สำเร็จ
ENR01172,2024-07-30,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,3,5900,17700,TikTok,4.4,สำเร็จ
ENR00024,2025-03-28,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,เพื่อนแนะนำ,4.2,สำเร็จ
ENR00142,2024-05-14,Power BI,Power BI Desktop,Onsite,องค์กร,1,5500,5500,Google Search,3.9,สำเร็จ
ENR00803,2025-04-18,Power BI,DAX Formula,Online Live,องค์กร,5,5900,26550,องค์กรส่งมา,4.1,สำเร็จ
ENR01276,2024-07-08,Office,PowerPoint Design,E-Learning,องค์กร,5,2560,11520,Google Search,4.7,สำเร็จ
ENR00919,2024-10-06,SQL,SQL for Data Analyst,Online Live,องค์กร,2,5500,11000,องค์กรส่งมา,4.6,สำเร็จ
ENR00310,2024-02-22,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,3,3600,10800,LINE OA,5.0,ไม่สำเร็จ
ENR00273,2025-11-18,Python,Machine Learning,Online Live,บุคคลทั่วไป,3,8900,26700,Facebook,4.1,สำเร็จ
ENR00093,2025-08-24,Power BI,Power BI Desktop,E-Learning,องค์กร,5,4400,19800,องค์กรส่งมา,4.9,สำเร็จ
ENR01056,2025-01-30,Excel,Excel Basic,Onsite,องค์กร,1,3500,3500,LINE OA,4.7,สำเร็จ
ENR00090,2025-03-22,Office,Word Professional,Online Live,บุคคลทั่วไป,1,2900,2900,เพื่อนแนะนำ,4.9,สำเร็จ
ENR01071,2024-03-03,Excel,Excel Advanced,Onsite,องค์กร,3,4500,13500,เพื่อนแนะนำ,3.8,ไม่สำเร็จ
ENR00834,2025-05-28,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,2,4720,9440,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00154,2024-01-23,Python,Machine Learning,Online Live,บุคคลทั่วไป,2,8900,17800,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00845,2025-03-03,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,LINE OA,3.3,สำเร็จ
ENR00762,2025-03-20,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,TikTok,4.5,สำเร็จ
ENR00887,2024-11-30,SQL,SQL Fundamentals,Online Live,บุคคลทั่วไป,1,4900,4900,Google Search,4.2,สำเร็จ
ENR00809,2024-12-21,Excel,Excel Advanced,Onsite,องค์กร,1,4500,4500,TikTok,4.3,สำเร็จ
ENR01096,2025-09-07,Excel,Excel Dashboard,Onsite,องค์กร,1,4900,4900,องค์กรส่งมา,4.4,สำเร็จ
ENR01430,2025-08-24,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,1,5500,5500,Google Search,4.2,สำเร็จ
ENR00278,2025-08-23,Python,Python Data Analysis,E-Learning,บุคคลทั่วไป,1,5520,5520,Facebook,4.8,สำเร็จ
ENR00399,2025-02-12,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,Facebook,4.1,สำเร็จ
ENR00882,2024-03-03,Python,Python for Beginner,E-Learning,บุคคลทั่วไป,1,4720,4720,LINE OA,4.4,ไม่สำเร็จ
ENR01170,2024-04-17,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,1,5500,5500,เพื่อนแนะนำ,4.9,ไม่สำเร็จ
ENR00913,2024-01-02,Office,Word Professional,Onsite,บุคคลทั่วไป,1,2900,2900,เพื่อนแนะนำ,4.8,สำเร็จ
ENR00621,2025-01-17,SQL,SQL for Data Analyst,Online Live,บุคคลทั่วไป,1,5500,5500,LINE OA,4.3,สำเร็จ
ENR01342,2025-11-07,SQL,SQL for Data Analyst,Online Live,องค์กร,1,5500,5500,องค์กรส่งมา,4.2,สำเร็จ
ENR00893,2024-03-29,Python,Python Data Analysis,E-Learning,บุคคลทั่วไป,1,5520,5520,Facebook,4.7,สำเร็จ
ENR00812,2024-10-19,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,Facebook,5.0,สำเร็จ
ENR01388,2024-02-22,Python,Machine Learning,E-Learning,องค์กร,5,7120,32040,LINE OA,4.1,สำเร็จ
ENR01150,2025-01-14,Python,Python Data Analysis,Online Live,องค์กร,1,6900,6900,องค์กรส่งมา,4.6,สำเร็จ
ENR00412,2025-06-07,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,Facebook,4.8,สำเร็จ
ENR00509,2024-01-18,Power BI,Power BI Desktop,Online Live,องค์กร,1,5500,5500,องค์กรส่งมา,4.5,สำเร็จ
ENR01151,2025-09-22,Python,Python Data Analysis,Onsite,องค์กร,2,6900,13800,TikTok,3.6,ไม่สำเร็จ
ENR01182,2025-05-12,SQL,SQL for Data Analyst,Online Live,องค์กร,3,5500,16500,TikTok,4.8,สำเร็จ
ENR00648,2025-06-20,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,Google Search,4.1,สำเร็จ
ENR00746,2024-07-13,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,Google Search,4.7,สำเร็จ
ENR00529,2025-10-11,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,TikTok,4.6,สำเร็จ
ENR01332,2025-10-03,Office,Word Professional,Online Live,บุคคลทั่วไป,1,2900,2900,Facebook,4.5,สำเร็จ
ENR00323,2025-05-06,Excel,Excel Basic,Online Live,บุคคลทั่วไป,1,3500,3500,TikTok,4.6,สำเร็จ
ENR01007,2024-02-08,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,LINE OA,4.3,สำเร็จ
ENR01361,2024-11-25,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,2,3920,7840,Google Search,3.9,ไม่สำเร็จ
ENR01339,2025-07-13,Python,Python Data Analysis,Online Live,องค์กร,1,6900,6900,Google Search,4.3,สำเร็จ
ENR01197,2024-02-26,Excel,Excel Basic,Onsite,องค์กร,5,3500,15750,องค์กรส่งมา,4.4,สำเร็จ
ENR00480,2024-05-31,Python,Python for Beginner,Online Live,บุคคลทั่วไป,2,5900,11800,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00025,2024-10-20,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,1,5500,5500,TikTok,5,สำเร็จ
ENR00047,2025-03-21,Excel,Excel Basic,Online Live,บุคคลทั่วไป,2,3500,7000,เพื่อนแนะนำ,4.8,สำเร็จ
ENR00416,2024-03-31,Excel,Excel Dashboard,Onsite,องค์กร,1,4900,4900,เพื่อนแนะนำ,4.5,สำเร็จ
ENR00942,2024-07-24,AI Tools,ChatGPT for Work,E-Learning,องค์กร,5,3120,14040,องค์กรส่งมา,3.9,สำเร็จ
ENR01002,2025-06-01,Office,Word Professional,Online Live,บุคคลทั่วไป,3,2900,8700,Google Search,4.8,สำเร็จ
ENR00263,2024-01-30,Power BI,DAX Formula,Online Live,องค์กร,10,5900,53100,องค์กรส่งมา,3.9,สำเร็จ
ENR01099,2025-12-28,Python,Python for Beginner,E-Learning,บุคคลทั่วไป,1,4720,4720,LINE OA,4.8,สำเร็จ
ENR01081,2024-02-22,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,1,5500,5500,เพื่อนแนะนำ,4.9,สำเร็จ
ENR00345,2025-10-07,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,2,5500,11000,Facebook,4.8,ไม่สำเร็จ
ENR01278,2025-06-29,Office,PowerPoint Design,Onsite,องค์กร,10,3200,28800,องค์กรส่งมา,4.5,สำเร็จ
ENR00103,2024-12-03,SQL,SQL for Data Analyst,E-Learning,องค์กร,5,4400,19800,องค์กรส่งมา,4.2,สำเร็จ
ENR01438,2025-10-15,SQL,SQL for Data Analyst,Onsite,บุคคลทั่วไป,1,5500,5500,เพื่อนแนะนำ,4.2,สำเร็จ
ENR01086,2025-12-15,Excel,Excel Basic,Online Live,บุคคลทั่วไป,1,3500,3500,Facebook,4.5,สำเร็จ
ENR00249,2025-08-28,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,2,4900,9800,LINE OA,4.3,สำเร็จ
ENR00815,2024-03-25,Excel,Excel Dashboard,E-Learning,องค์กร,1,3920,3920,องค์กรส่งมา,4.6,สำเร็จ
ENR01274,2025-04-01,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,1,3120,3120,,3.1,สำเร็จ
ENR01038,2024-04-01,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,1,4900,4900,TikTok,4.4,สำเร็จ
ENR00489,2025-12-11,Python,Python Data Analysis,Online Live,บุคคลทั่วไป,1,6900,6900,TikTok,4.3,สำเร็จ
ENR00135,2025-10-18,AI Tools,ChatGPT for Work,Online Live,องค์กร,1,3900,3900,องค์กรส่งมา,4.1,สำเร็จ
ENR01355,2025-03-15,Python,Machine Learning,Onsite,องค์กร,1,8900,8900,องค์กรส่งมา,4.1,สำเร็จ
ENR01481,2025-04-18,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,TikTok,4.1,ไม่สำเร็จ
ENR01250,2024-10-13,AI Tools,ChatGPT for Work,Online Live,บุคคลทั่วไป,1,3900,3900,Facebook,4.3,สำเร็จ
ENR00683,2025-01-04,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,Google Search,4.3,สำเร็จ
ENR00652,2024-01-21,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,3,5500,16500,Facebook,4.5,สำเร็จ
ENR00954,2024-07-13,Python,Python Data Analysis,E-Learning,บุคคลทั่วไป,1,5520,5520,Facebook,4.0,สำเร็จ
ENR00613,2025-12-08,Power BI,DAX Formula,E-Learning,องค์กร,5,4720,21240,Google Search,4.0,สำเร็จ
ENR01391,2025-05-16,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,เพื่อนแนะนำ,4.7,ไม่สำเร็จ
ENR00862,2025-12-24,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,เพื่อนแนะนำ,4.8,สำเร็จ
ENR00869,2024-09-11,Excel,Excel Dashboard,Online Live,องค์กร,5,4900,22050,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00752,2025-01-01,Excel,Excel Basic,Onsite,บุคคลทั่วไป,2,3500,7000,TikTok,4.5,สำเร็จ
ENR00401,2024-10-21,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,4.5,สำเร็จ
ENR00055,2025-05-27,Office,PowerPoint Design,Onsite,บุคคลทั่วไป,1,3200,3200,Google Search,4.0,สำเร็จ
ENR00119,2024-03-20,Excel,Excel Dashboard,Onsite,บุคคลทั่วไป,3,4900,14700,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00766,2024-04-18,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,LINE OA,4.8,สำเร็จ
ENR00165,2024-10-18,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,TikTok,4.3,สำเร็จ
ENR01484,2024-11-01,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,1,4900,4900,TikTok,4.4,สำเร็จ
ENR01117,2025-05-16,Python,Machine Learning,E-Learning,บุคคลทั่วไป,1,7120,7120,Facebook,5,สำเร็จ
ENR00100,2025-10-21,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,4.2,สำเร็จ
ENR00620,2025-09-19,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,LINE OA,4.4,สำเร็จ
ENR01338,2024-12-23,Python,Python Data Analysis,E-Learning,บุคคลทั่วไป,2,5520,11040,LINE OA,5,สำเร็จ
ENR00036,2025-07-30,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00841,2025-02-16,Python,Python for Beginner,E-Learning,บุคคลทั่วไป,1,4720,4720,LINE OA,4.2,สำเร็จ
ENR01214,2025-10-20,Python,Python for Beginner,Onsite,องค์กร,1,5900,5900,Facebook,4.7,สำเร็จ
ENR01258,2024-12-15,Power BI,Power BI Desktop,E-Learning,องค์กร,5,4400,19800,องค์กรส่งมา,4.5,สำเร็จ
ENR00391,2024-09-26,Excel,Excel Basic,Onsite,บุคคลทั่วไป,2,3500,7000,Google Search,4.2,สำเร็จ
ENR00542,2025-04-17,AI Tools,AI Automation,Onsite,องค์กร,10,5900,53100,องค์กรส่งมา,4.7,สำเร็จ
ENR00969,2024-01-24,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,เพื่อนแนะนำ,4.5,สำเร็จ
ENR00356,2024-06-15,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,1,4720,4720,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00120,2025-06-26,Python,Python for Beginner,Onsite,บุคคลทั่วไป,2,5900,11800,Facebook,3.6,สำเร็จ
ENR01233,2025-09-13,Python,Python for Beginner,E-Learning,องค์กร,1,4720,4720,องค์กรส่งมา,4.6,สำเร็จ
ENR00664,2024-05-14,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,1,4500,4500,Facebook,4.2,สำเร็จ
ENR00946,2025-11-16,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,1,3120,3120,Facebook,4.7,สำเร็จ
ENR00492,2025-12-18,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,3,5900,17700,เพื่อนแนะนำ,4.5,สำเร็จ
ENR00324,2024-09-20,Python,Python Data Analysis,Online Live,องค์กร,10,6900,62100,Google Search,4.6,สำเร็จ
ENR01452,2025-06-23,Excel,Excel Dashboard,E-Learning,องค์กร,1,3920,3920,Google Search,3.8,สำเร็จ
ENR00998,2024-07-06,AI Tools,ChatGPT for Work,E-Learning,องค์กร,10,3120,28080,Facebook,4.9,สำเร็จ
ENR00684,2025-01-02,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,2,5900,11800,Google Search,4.5,สำเร็จ
ENR00632,2024-12-13,AI Tools,AI Automation,Online Live,องค์กร,1,5900,5900,องค์กรส่งมา,4.6,สำเร็จ
ENR00907,2024-02-15,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,1,5500,5500,Facebook,4.2,สำเร็จ
ENR00140,2025-04-27,SQL,SQL Fundamentals,Onsite,องค์กร,1,4900,4900,องค์กรส่งมา,4.5,สำเร็จ
ENR00918,2024-09-08,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,TikTok,4.8,สำเร็จ
ENR00084,2025-12-10,Office,PowerPoint Design,Onsite,บุคคลทั่วไป,1,3200,3200,TikTok,4.7,สำเร็จ
ENR01471,2024-03-29,Power BI,DAX Formula,Online Live,องค์กร,5,5900,26550,TikTok,4.2,สำเร็จ
ENR01495,2024-03-30,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,2,5900,11800,LINE OA,4.7,ไม่สำเร็จ
ENR01064,2024-03-06,Python,Python for Beginner,E-Learning,องค์กร,2,4720,9440,LINE OA,4.5,สำเร็จ
ENR00215,2024-01-26,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00125,2025-10-06,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,1,5900,5900,TikTok,4.1,สำเร็จ
ENR00490,2024-03-11,Excel,Excel Basic,E-Learning,บุคคลทั่วไป,1,2800,2800,Google Search,4.6,สำเร็จ
ENR00879,2025-11-05,Excel,Excel Basic,Online Live,องค์กร,1,3500,3500,LINE OA,4.1,สำเร็จ
ENR00206,2025-04-25,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,1,3120,3120,Facebook,4.4,สำเร็จ
ENR00058,2025-08-27,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,1,4720,4720,TikTok,4.4,สำเร็จ
ENR01381,2024-07-03,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,4.2,สำเร็จ
ENR01180,2024-03-21,Power BI,DAX Formula,Onsite,องค์กร,2,5900,11800,องค์กรส่งมา,5,สำเร็จ
ENR00026,2025-05-27,Power BI,Power BI Desktop,Online Live,บุคคลทั่วไป,3,5500,16500,Facebook,4.1,สำเร็จ
ENR01128,2024-07-18,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,2,5500,11000,LINE OA,,สำเร็จ
ENR00552,2025-04-06,Excel,Excel Basic,Onsite,บุคคลทั่วไป,2,3500,7000,LINE OA,4.5,สำเร็จ
ENR01022,2025-02-14,Python,Machine Learning,Online Live,บุคคลทั่วไป,3,8900,26700,เพื่อนแนะนำ,4.0,สำเร็จ
ENR00415,2025-10-11,Excel,Excel Basic,Online Live,บุคคลทั่วไป,1,3500,3500,LINE OA,3.7,สำเร็จ
ENR00110,2024-01-13,Office,PowerPoint Design,Online Live,บุคคลทั่วไป,1,3200,3200,LINE OA,5,สำเร็จ
ENR00092,2024-10-25,Python,Machine Learning,Onsite,บุคคลทั่วไป,1,8900,8900,เพื่อนแนะนำ,4.4,สำเร็จ
ENR00694,2024-08-16,Office,Word Professional,Onsite,บุคคลทั่วไป,1,2900,2900,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00524,2025-12-01,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,Google Search,5,สำเร็จ
ENR00494,2025-11-28,SQL,SQL Fundamentals,Onsite,องค์กร,5,4900,22050,เพื่อนแนะนำ,5,สำเร็จ
ENR00527,2024-04-28,Office,Word Professional,Online Live,บุคคลทั่วไป,1,2900,2900,TikTok,4.3,สำเร็จ
ENR01185,2024-11-19,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,3,5900,17700,เพื่อนแนะนำ,4.9,สำเร็จ
ENR00679,2025-01-12,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,LINE OA,4.5,สำเร็จ
ENR00775,2024-03-04,Excel,Excel Basic,E-Learning,บุคคลทั่วไป,1,2800,2800,Facebook,3.8,สำเร็จ
ENR01257,2025-01-06,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,เพื่อนแนะนำ,5,สำเร็จ
ENR01256,2025-07-14,SQL,SQL Fundamentals,Onsite,องค์กร,2,4900,9800,LINE OA,4.6,สำเร็จ
ENR01160,2024-08-30,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,Facebook,4.3,สำเร็จ
ENR01359,2024-02-04,Power BI,Power BI Desktop,Onsite,องค์กร,5,5500,24750,องค์กรส่งมา,4.6,สำเร็จ
ENR00035,2025-09-21,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,1,5900,5900,TikTok,4.2,สำเร็จ
ENR00895,2025-06-18,Python,Machine Learning,Onsite,องค์กร,1,8900,8900,องค์กรส่งมา,3.9,สำเร็จ
ENR01139,2024-08-11,Power BI,DAX Formula,E-Learning,องค์กร,1,4720,4720,องค์กรส่งมา,4.6,สำเร็จ
ENR00257,2025-10-30,AI Tools,ChatGPT for Work,Onsite,องค์กร,1,3900,3900,Facebook,4.1,สำเร็จ
ENR01264,2024-03-30,SQL,SQL Fundamentals,E-Learning,บุคคลทั่วไป,1,3920,3920,Facebook,4.1,สำเร็จ
ENR01351,2025-07-25,Python,Machine Learning,Online Live,บุคคลทั่วไป,1,8900,8900,TikTok,4.3,ไม่สำเร็จ
ENR00448,2024-12-16,SQL,SQL Fundamentals,Onsite,บุคคลทั่วไป,1,4900,4900,Google Search,5,สำเร็จ
ENR00380,2024-12-10,Python,Python Data Analysis,Onsite,บุคคลทั่วไป,1,6900,6900,Facebook,5,สำเร็จ
ENR01134,2024-06-17,Office,Word Professional,Online Live,บุคคลทั่วไป,3,2900,8700,LINE OA,4.7,สำเร็จ
ENR01186,2024-04-11,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,1,4500,4500,TikTok,3.3,สำเร็จ
ENR00575,2025-03-18,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,3,5900,17700,Facebook,4.1,สำเร็จ
ENR00312,2024-09-22,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,1,4900,4900,Google Search,4.2,สำเร็จ
ENR01053,2024-04-14,Power BI,Power BI Desktop,Onsite,บุคคลทั่วไป,3,5500,16500,LINE OA,4.6,สำเร็จ
ENR00641,2024-06-21,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,LINE OA,4.6,สำเร็จ
ENR01383,2024-09-13,Power BI,DAX Formula,Online Live,บุคคลทั่วไป,1,5900,5900,Facebook,4.1,สำเร็จ
ENR00587,2024-08-05,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,Facebook,3.9,สำเร็จ
ENR00276,2024-01-12,Python,Machine Learning,Online Live,บุคคลทั่วไป,3,8900,26700,เพื่อนแนะนำ,4.2,สำเร็จ
ENR00170,2025-04-27,SQL,SQL for Data Analyst,E-Learning,บุคคลทั่วไป,1,4400,4400,TikTok,4.9,สำเร็จ
ENR01421,2025-10-22,Power BI,Power BI Desktop,Online Live,องค์กร,1,5500,5500,องค์กรส่งมา,4.3,สำเร็จ
ENR00594,2025-01-19,AI Tools,AI Automation,Onsite,บุคคลทั่วไป,2,5900,11800,Google Search,4.5,ไม่สำเร็จ
ENR00999,2025-02-07,SQL,SQL for Data Analyst,Onsite,องค์กร,1,5500,5500,องค์กรส่งมา,3.3,สำเร็จ
ENR01088,2025-06-06,SQL,SQL for Data Analyst,Online Live,องค์กร,1,5500,5500,องค์กรส่งมา,4.7,สำเร็จ
ENR01248,2024-11-24,Excel,Excel Basic,Online Live,บุคคลทั่วไป,1,3500,3500,เพื่อนแนะนำ,4.3,สำเร็จ
ENR00889,2025-05-06,Power BI,Power BI Desktop,Online Live,องค์กร,5,5500,24750,องค์กรส่งมา,4.9,สำเร็จ
ENR00144,2025-06-24,AI Tools,ChatGPT for Work,E-Learning,บุคคลทั่วไป,1,3120,3120,Facebook,3.5,สำเร็จ
ENR01349,2024-12-12,Python,Machine Learning,Online Live,องค์กร,10,8900,80100,องค์กรส่งมา,4.9,สำเร็จ
ENR00175,2025-10-20,Python,Python for Beginner,E-Learning,บุคคลทั่วไป,1,4720,4720,LINE OA,3.5,สำเร็จ
ENR00925,2025-08-04,Excel,Excel Dashboard,E-Learning,บุคคลทั่วไป,2,3920,7840,LINE OA,4.8,สำเร็จ
ENR00994,2024-10-10,SQL,SQL Fundamentals,Online Live,องค์กร,5,4900,22050,องค์กรส่งมา,4.4,สำเร็จ
ENR00122,2024-05-23,Excel,Excel Basic,Onsite,บุคคลทั่วไป,1,3500,3500,TikTok,4.3,สำเร็จ
ENR01234,2024-08-26,Excel,Excel Advanced,Online Live,บุคคลทั่วไป,2,4500,9000,Google Search,4.9,สำเร็จ
ENR01488,2024-11-12,Python,Machine Learning,Online Live,องค์กร,3,8900,26700,LINE OA,5,สำเร็จ
ENR00636,2024-02-21,Office,PowerPoint Design,Online Live,องค์กร,10,3200,28800,องค์กรส่งมา,4.6,สำเร็จ
ENR01477,2025-01-26,Excel,Excel Advanced,Onsite,บุคคลทั่วไป,2,4500,9000,เพื่อนแนะนำ,5,สำเร็จ
ENR00958,2025-11-23,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,1,4900,4900,TikTok,4.6,สำเร็จ
ENR00243,2025-07-05,Power BI,DAX Formula,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,3.9,สำเร็จ
ENR00592,2025-06-30,AI Tools,AI Automation,Onsite,องค์กร,1,5900,5900,องค์กรส่งมา,4.6,สำเร็จ
ENR00138,2024-02-09,AI Tools,AI Automation,Onsite,องค์กร,5,5900,26550,องค์กรส่งมา,4.2,สำเร็จ
ENR01169,2025-06-05,Power BI,DAX Formula,E-Learning,บุคคลทั่วไป,1,4720,4720,LINE OA,4.7,สำเร็จ
ENR00109,2024-02-22,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,3,5900,17700,Google Search,4.4,สำเร็จ
ENR00997,2025-02-23,AI Tools,ChatGPT for Work,Online Live,องค์กร,1,3900,3900,องค์กรส่งมา,4.4,สำเร็จ
ENR01259,2025-09-17,Power BI,Power BI Desktop,E-Learning,บุคคลทั่วไป,1,4400,4400,Google Search,4.0,สำเร็จ
ENR01061,2025-02-11,SQL,SQL for Data Analyst,Onsite,องค์กร,10,5500,49500,องค์กรส่งมา,3.6,สำเร็จ
ENR00924,2024-02-28,Excel,Excel Advanced,E-Learning,บุคคลทั่วไป,1,3600,3600,LINE OA,3.4,ไม่สำเร็จ
ENR01095,2025-03-04,Excel,Excel Basic,E-Learning,องค์กร,1,2800,2800,องค์กรส่งมา,4.4,สำเร็จ
ENR00413,2025-06-23,Python,Python Data Analysis,Onsite,องค์กร,5,6900,31050,องค์กรส่งมา,4.5,สำเร็จ
ENR00063,2025-09-17,Python,Python for Beginner,Onsite,บุคคลทั่วไป,1,5900,5900,Google Search,4.1,สำเร็จ
ENR01296,2025-08-29,Python,Machine Learning,E-Learning,บุคคลทั่วไป,2,7120,14240,Google Search,4.2,สำเร็จ
ENR00740,2025-05-23,Excel,Excel Dashboard,Online Live,บุคคลทั่วไป,2,4900,9800,เพื่อนแนะนำ,4.8,สำเร็จ
ENR00855,2025-11-14,AI Tools,ChatGPT for Work,Onsite,บุคคลทั่วไป,1,3900,3900,TikTok,4.8,สำเร็จ
ENR01394,2024-05-21,SQL,SQL Fundamentals,Onsite,องค์กร,1,4900,4900,เพื่อนแนะนำ,4.3,สำเร็จ
ENR01087,2025-09-04,AI Tools,AI Automation,E-Learning,องค์กร,5,4720,21240,องค์กรส่งมา,4.5,สำเร็จ
ENR00977,2024-07-11,AI Tools,AI Automation,Online Live,บุคคลทั่วไป,1,5900,5900,LINE OA,3.3,สำเร็จ
